title,url,HITId,whole,part,jj,result1,worker1,result2,worker2,result3,worker3
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3WYZV0QBFICWYJJJFPW1ANS1IW1BXY,patio,brick,covered,guaranteed,A1A3CN8H5HXTSN,impossible,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,34YWR3PJ279VEWG9H9ZCQ6WIRS3X0X,wall,side,posterior,guaranteed,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,guaranteed,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,34YWR3PJ279VEWG9H9ZCQ6WIRS3X0X,wall,side,anterior,guaranteed,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,guaranteed,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,34YWR3PJ279VEWG9H9ZCQ6WIRS3X0X,wall,side,white,probably,AVLZVLVL2X60,probably,A25UZQENK9A4PL,probably,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,34YWR3PJ279VEWG9H9ZCQ6WIRS3X0X,wall,side,high,wjj-nonsense,AVLZVLVL2X60,guaranteed,A25UZQENK9A4PL,probably,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,34YWR3PJ279VEWG9H9ZCQ6WIRS3X0X,wall,side,lateral,guaranteed,AVLZVLVL2X60,probably,A25UZQENK9A4PL,guaranteed,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3E24UO25QYP3YYOWI7SXGUFGSRL6O3,skier,hair,excellent,pjj-nonsense,A3265QTYKPZMC6,unrelated,A1A3CN8H5HXTSN,impossible,A1VNV1899K7L05
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3ZFRE2BDQ8DSGHMZL3C4W5Z49ZMZXR,bed,canopy,dry,guaranteed,A2VFH95BVFIU5K,probably,A3265QTYKPZMC6,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3ZFRE2BDQ8DSGHMZL3C4W5Z49ZMZXR,bed,canopy,wooden,impossible,A2VFH95BVFIU5K,unrelated,A3265QTYKPZMC6,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3ZFRE2BDQ8DSGHMZL3C4W5Z49ZMZXR,bed,canopy,narrow,guaranteed,A2VFH95BVFIU5K,probably,A3265QTYKPZMC6,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3EGKVCRQFVRLYO9TKLI3T1ZAK2VBY4,hoodie,sleeve,blue,probably,A2VFH95BVFIU5K,probably,A3265QTYKPZMC6,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3DWGDA5POE33HWWWDD2UGQI7G921V2,seagull,body,occasional,pjj-nonsense,A30NX5HEQGGFPP,pjj-nonsense,A25UZQENK9A4PL,pjj-nonsense,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3DWGDA5POE33HWWWDD2UGQI7G921V2,seagull,body,white,probably,A30NX5HEQGGFPP,probably,A25UZQENK9A4PL,probably,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3DWGDA5POE33HWWWDD2UGQI7G921V2,seagull,body,dead,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3DWGDA5POE33HWWWDD2UGQI7G921V2,seagull,body,solitary,guaranteed,A30NX5HEQGGFPP,guaranteed,A25UZQENK9A4PL,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3DWGDA5POE33HWWWDD2UGQI7G921V2,seagull,body,lone,pjj-nonsense,A30NX5HEQGGFPP,unrelated,A25UZQENK9A4PL,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3W1K7D6QSAGL3EJYG7KM788CQWZBZV,sheep,face,fat,probably,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3W1K7D6QSAGL3EJYG7KM788CQWZBZV,sheep,face,fetal,guaranteed,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3W1K7D6QSAGL3EJYG7KM788CQWZBZV,sheep,face,stuffed,probably,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN,unrelated,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3MDWE879UG16XN1LC9QNUK6JBTA9BD,shirt,heart,white,unrelated,A3265QTYKPZMC6,unlikely,A1A3CN8H5HXTSN,unlikely,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3MDWE879UG16XN1LC9QNUK6JBTA9BD,shirt,heart,clean,guaranteed,A3265QTYKPZMC6,probably,A1A3CN8H5HXTSN,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3CMIQF80GMP6JA1CXKK15ZAG7S36QB,lady,ring,dear,unrelated,A2VFH95BVFIU5K,pjj-nonsense,AVLZVLVL2X60,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3CMIQF80GMP6JA1CXKK15ZAG7S36QB,lady,ring,poor,impossible,A2VFH95BVFIU5K,pjj-nonsense,AVLZVLVL2X60,pjj-nonsense,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3CMIQF80GMP6JA1CXKK15ZAG7S36QB,lady,ring,beautiful,unrelated,A2VFH95BVFIU5K,unrelated,AVLZVLVL2X60,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,39I4RL8QGIGFRUYVV64SZNY1KE1H45,board,writing,editorial,probably,AVLZVLVL2X60,wjj-nonsense,A1A3CN8H5HXTSN,probably,ASW9MABLSXSPK
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,31ANT7FQN71XND2V9BN24F4FKAWH5A,bathroom,lid,tiny,unrelated,AK1PO3OD2HKP5,unrelated,A3265QTYKPZMC6,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,31ANT7FQN71XND2V9BN24F4FKAWH5A,bathroom,lid,white,probably,AK1PO3OD2HKP5,unrelated,A3265QTYKPZMC6,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,389A2A304NH7BY5EQD3PCTB8QAGC0B,umbrella,edge,open,guaranteed,A1A3CN8H5HXTSN,impossible,A1VNV1899K7L05,impossible,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,389A2A304NH7BY5EQD3PCTB8QAGC0B,umbrella,edge,white,probably,A1A3CN8H5HXTSN,probably,A1VNV1899K7L05,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3X2YVV51PT3GWLW13N7Q2S1LNI41WC,sweater,pocket,heavy,pjj-nonsense,A3265QTYKPZMC6,probably,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3X2YVV51PT3GWLW13N7Q2S1LNI41WC,sweater,pocket,white,probably,A3265QTYKPZMC6,probably,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,clear,probably,A30NX5HEQGGFPP,wjj-nonsense,A3265QTYKPZMC6,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,white,unrelated,A30NX5HEQGGFPP,pjj-nonsense,A3265QTYKPZMC6,unlikely,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,vertical,unrelated,A30NX5HEQGGFPP,probably,A3265QTYKPZMC6,wjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,open,probably,A30NX5HEQGGFPP,wjj-nonsense,A3265QTYKPZMC6,unrelated,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,tiny,guaranteed,A30NX5HEQGGFPP,probably,A3265QTYKPZMC6,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,37VUR2VJ69O7INQWMW7PQYUIV2MC1E,cockpit,window,forward,probably,A30NX5HEQGGFPP,wjj-nonsense,A3265QTYKPZMC6,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3HXCEECSQLSHGMC9QZY6FJ6DB5GZYX,bear,reflection,white,probably,AVLZVLVL2X60,guaranteed,A30NX5HEQGGFPP,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TTPFEFXCSJT6H29EUX7WLIFG57H6Q,batter,leg,smooth,probably,A1VNV1899K7L05,unrelated,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TTPFEFXCSJT6H29EUX7WLIFG57H6Q,batter,leg,slight,probably,A1VNV1899K7L05,unrelated,A1A3CN8H5HXTSN,pjj-nonsense,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TTPFEFXCSJT6H29EUX7WLIFG57H6Q,batter,leg,thick,probably,A1VNV1899K7L05,probably,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TTPFEFXCSJT6H29EUX7WLIFG57H6Q,batter,leg,stiff,unrelated,A1VNV1899K7L05,probably,A1A3CN8H5HXTSN,probably,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TTPFEFXCSJT6H29EUX7WLIFG57H6Q,batter,leg,thin,probably,A1VNV1899K7L05,probably,A1A3CN8H5HXTSN,probably,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3ZICQFRS30HHLCMEML0PTQFFHZKZZO,sheep,hair,fat,impossible,A2VFH95BVFIU5K,pjj-nonsense,A1CQPRZUT6BW44,unlikely,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3ZICQFRS30HHLCMEML0PTQFFHZKZZO,sheep,hair,fetal,guaranteed,A2VFH95BVFIU5K,pjj-nonsense,A1CQPRZUT6BW44,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3O0M2G5VC51MCOGCXUG0M60D11T492,basket,plant,flat,impossible,A1A3CN8H5HXTSN,unlikely,AVLZVLVL2X60,unlikely,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3O0M2G5VC51MCOGCXUG0M60D11T492,basket,plant,empty,impossible,A1A3CN8H5HXTSN,impossible,AVLZVLVL2X60,unlikely,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3O0M2G5VC51MCOGCXUG0M60D11T492,basket,plant,heavy,unrelated,A1A3CN8H5HXTSN,unlikely,AVLZVLVL2X60,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3O0M2G5VC51MCOGCXUG0M60D11T492,basket,plant,huge,unrelated,A1A3CN8H5HXTSN,unrelated,AVLZVLVL2X60,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3O0M2G5VC51MCOGCXUG0M60D11T492,basket,plant,covered,guaranteed,A1A3CN8H5HXTSN,unrelated,AVLZVLVL2X60,unrelated,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,deep,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,white,guaranteed,A25UZQENK9A4PL,guaranteed,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,fresh,unrelated,A25UZQENK9A4PL,probably,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,heavy,guaranteed,A25UZQENK9A4PL,probably,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,high,guaranteed,A25UZQENK9A4PL,wjj-nonsense,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3TFJJUELSGOE788S5073VH4NN80C2V,snow,track,dirty,guaranteed,A25UZQENK9A4PL,unrelated,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3T2HW4QDUU6P7STRQ9MI54C1TEA9CK,skateboard,axle,wooden,unlikely,A2VFH95BVFIU5K,impossible,A25UZQENK9A4PL,unlikely,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3T2HW4QDUU6P7STRQ9MI54C1TEA9CK,skateboard,axle,old,probably,A2VFH95BVFIU5K,probably,A25UZQENK9A4PL,guaranteed,A1A3CN8H5HXTSN
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3QMELQS6Y4A6VBGCAZ91APKL3E56RC,building,trim,brown,unrelated,AVLZVLVL2X60,unrelated,A1CQPRZUT6BW44,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3QMELQS6Y4A6VBGCAZ91APKL3E56RC,building,trim,old,guaranteed,AVLZVLVL2X60,probably,A1CQPRZUT6BW44,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3QMELQS6Y4A6VBGCAZ91APKL3E56RC,building,trim,original,probably,AVLZVLVL2X60,probably,A1CQPRZUT6BW44,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3QMELQS6Y4A6VBGCAZ91APKL3E56RC,building,trim,tall,impossible,AVLZVLVL2X60,probably,A1CQPRZUT6BW44,guaranteed,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3QMELQS6Y4A6VBGCAZ91APKL3E56RC,building,trim,fine,wjj-nonsense,AVLZVLVL2X60,pjj-nonsense,A1CQPRZUT6BW44,probably,A30NX5HEQGGFPP
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3V7ICJJAZ9F50HV9VEUWDCV3P1W4BC,boat,lettering,open,guaranteed,A1A3CN8H5HXTSN,pjj-nonsense,A3265QTYKPZMC6,pjj-nonsense,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3V7ICJJAZ9F50HV9VEUWDCV3P1W4BC,boat,lettering,tiny,unrelated,A1A3CN8H5HXTSN,unrelated,A3265QTYKPZMC6,probably,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3V7ICJJAZ9F50HV9VEUWDCV3P1W4BC,boat,lettering,white,unlikely,A1A3CN8H5HXTSN,unlikely,A3265QTYKPZMC6,unlikely,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3V7ICJJAZ9F50HV9VEUWDCV3P1W4BC,boat,lettering,old,probably,A1A3CN8H5HXTSN,probably,A3265QTYKPZMC6,probably,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,green,unlikely,A3265QTYKPZMC6,impossible,A30NX5HEQGGFPP,impossible,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,low,pjj-nonsense,A3265QTYKPZMC6,guaranteed,A30NX5HEQGGFPP,guaranteed,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,leafy,impossible,A3265QTYKPZMC6,impossible,A30NX5HEQGGFPP,impossible,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,colored,impossible,A3265QTYKPZMC6,impossible,A30NX5HEQGGFPP,unlikely,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,thick,unrelated,A3265QTYKPZMC6,impossible,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,dense,unrelated,A3265QTYKPZMC6,impossible,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3909MD9T2YGD504IPMS55OYFHOIEFA,bush,snow,australian,pjj-nonsense,A3265QTYKPZMC6,guaranteed,A30NX5HEQGGFPP,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,35JDMRECC38JJ00D06YNN9YRI3IEG9,word,letter,green,probably,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN,unrelated,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,35JDMRECC38JJ00D06YNN9YRI3IEG9,word,letter,greek,guaranteed,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,35JDMRECC38JJ00D06YNN9YRI3IEG9,word,letter,latin,guaranteed,AVLZVLVL2X60,probably,A1A3CN8H5HXTSN,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,35JDMRECC38JJ00D06YNN9YRI3IEG9,word,letter,english,guaranteed,AVLZVLVL2X60,guaranteed,A1A3CN8H5HXTSN,guaranteed,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,35JDMRECC38JJ00D06YNN9YRI3IEG9,word,letter,divine,unrelated,AVLZVLVL2X60,unrelated,A1A3CN8H5HXTSN,pjj-nonsense,A1CQPRZUT6BW44
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,33KGGVH24TGVLL1RDS3C4BFSWK9X10,lady,neck,dear,pjj-nonsense,A2DNSD743W4OC2,unrelated,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,33KGGVH24TGVLL1RDS3C4BFSWK9X10,lady,neck,poor,pjj-nonsense,A2DNSD743W4OC2,unrelated,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,33KGGVH24TGVLL1RDS3C4BFSWK9X10,lady,neck,beautiful,guaranteed,A2DNSD743W4OC2,probably,A1A3CN8H5HXTSN,probably,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3OND0WXMHVEXJWVOKCG589ASX3VEH8,roof,snow,decorative,unlikely,A2VFH95BVFIU5K,unrelated,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3OND0WXMHVEXJWVOKCG589ASX3VEH8,roof,snow,flat,probably,A2VFH95BVFIU5K,guaranteed,A1A3CN8H5HXTSN,guaranteed,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3OND0WXMHVEXJWVOKCG589ASX3VEH8,roof,snow,green,impossible,A2VFH95BVFIU5K,impossible,A1A3CN8H5HXTSN,unrelated,A25UZQENK9A4PL
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3M7OI89LVXN2P9RTS2J6LULZ3D2C6C,computer,cord,grey,probably,A1A3CN8H5HXTSN,unrelated,A30NX5HEQGGFPP,unrelated,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,3M7OI89LVXN2P9RTS2J6LULZ3D2C6C,computer,cord,remote,unrelated,A1A3CN8H5HXTSN,guaranteed,A30NX5HEQGGFPP,pjj-nonsense,AVLZVLVL2X60
Common sense visual reasoning 3,https://worker.mturk.com/mturk/preview?groupId=3SAOMJ8V4ALYTKRW8B03A9U22JR4W2,359AP8GAGFJLT95YBCOYR8LVYOMC7B,hat,string,white,unrelated,A2VFH95BVFIU5K,probably,A30NX5HEQGGFPP,probably,AVLZVLVL2X60
