whole,part,jj,result1,result2,result3
man,trunk,poor,pjj-nonsense,unrelated,impossible
plane,tail,horizontal,guaranteed,unrelated,guaranteed
plane,tail,vertical,guaranteed,wjj-nonsense,impossible
plane,tail,white,probably,probably,guaranteed
train,stair,long,unrelated,unrelated,impossible
train,stair,red,unlikely,unrelated,impossible
train,stair,regular,probably,unrelated,pjj-nonsense
boat,ladder,white,unrelated,unrelated,unlikely
boat,ladder,tiny,unlikely,probably,unlikely
boat,ladder,wooden,unrelated,unrelated,unrelated
boat,ladder,open,probably,guaranteed,wjj-nonsense
boat,ladder,old,unrelated,probably,probably
baby,finger,poor,unrelated,pjj-nonsense,impossible
baby,finger,one,guaranteed,pjj-nonsense,impossible
baby,finger,healthy,guaranteed,probably,probably
baby,finger,grey,unrelated,guaranteed,probably
window,corner,clean,guaranteed,probably,guaranteed
window,corner,high,guaranteed,probably,guaranteed
window,corner,square,guaranteed,impossible,impossible
window,corner,brown,guaranteed,probably,probably
window,corner,open,unrelated,impossible,impossible
window,corner,broken,unrelated,unrelated,impossible
sink,drain,dry,guaranteed,unlikely,guaranteed
sink,drain,old,guaranteed,guaranteed,probably
city,street,busy,probably,guaranteed,guaranteed
city,street,ancient,probably,guaranteed,probably
city,street,poor,impossible,probably,impossible
city,street,american,guaranteed,guaranteed,impossible
city,street,old,probably,guaranteed,probably
truck,wheel,open,impossible,pjj-nonsense,pjj-nonsense
truck,wheel,white,unlikely,unlikely,impossible
truck,wheel,old,probably,probably,guaranteed
car,rack,open,unrelated,unrelated,impossible
car,rack,old,unrelated,probably,unrelated
cat,foot,white,unrelated,probably,probably
cat,foot,old,guaranteed,guaranteed,guaranteed
man,cake,poor,unrelated,pjj-nonsense,pjj-nonsense
cat,mouth,white,unrelated,probably,probably
cat,mouth,old,guaranteed,guaranteed,guaranteed
steeple,cross,lofty,probably,guaranteed,pjj-nonsense
steeple,cross,distant,guaranteed,guaranteed,guaranteed
steeple,cross,tall,probably,guaranteed,probably
steeple,cross,high,guaranteed,guaranteed,guaranteed
steeple,cross,white,unrelated,unrelated,probably
steeple,cross,old,probably,probably,probably
pizza,slice,hot,guaranteed,guaranteed,guaranteed
pizza,slice,free,guaranteed,guaranteed,guaranteed
pizza,slice,cold,guaranteed,guaranteed,guaranteed
surfboard,circle,purple,unlikely,unlikely,unrelated
surfboard,circle,miniature,unrelated,probably,guaranteed
surfboard,circle,giant,unrelated,probably,probably
surfboard,circle,short,unrelated,probably,impossible
surfboard,circle,regular,unrelated,probably,probably
surfboard,circle,old,probably,probably,guaranteed
bike,fender,old,guaranteed,probably,probably
motorcycle,seat,used,probably,guaranteed,probably
motorcycle,seat,red,unrelated,unrelated,unrelated
motorcycle,seat,old,probably,guaranteed,probably
ceiling,skylight,flat,unrelated,probably,probably
ceiling,skylight,vaulted,unrelated,pjj-nonsense,unlikely
ceiling,skylight,high,guaranteed,guaranteed,guaranteed
ceiling,skylight,low,guaranteed,guaranteed,guaranteed
shirt,dot,clean,guaranteed,probably,guaranteed
shirt,dot,white,unlikely,unlikely,impossible
woman,luggage,poor,unrelated,pjj-nonsense,pjj-nonsense
woman,luggage,beautiful,unrelated,unrelated,unlikely
man,face,poor,unrelated,pjj-nonsense,impossible
trailer,wheel,long,probably,unlikely,impossible
trailer,wheel,loaded,pjj-nonsense,guaranteed,impossible
trailer,wheel,white,unlikely,unrelated,unlikely
trailer,wheel,old,probably,probably,probably
people,camera,american,unrelated,unrelated,unrelated
people,camera,old,unrelated,unrelated,unrelated
policeman,helmet,tall,unrelated,unrelated,impossible
policeman,helmet,white,unrelated,unrelated,unrelated
duck,face,fat,probably,unlikely,guaranteed
duck,face,white,unrelated,probably,unlikely
bathroom,shower,shared,guaranteed,guaranteed,probably
bathroom,shower,white,probably,unrelated,probably
bathroom,shower,tiny,probably,probably,guaranteed
bathroom,shower,tiled,unrelated,probably,probably
bathroom,shower,upstairs,guaranteed,guaranteed,guaranteed
bathroom,shower,adjoining,guaranteed,impossible,unlikely
bathroom,shower,private,guaranteed,guaranteed,guaranteed
couch,pattern,soft,pjj-nonsense,pjj-nonsense,impossible
couch,pattern,comfortable,pjj-nonsense,pjj-nonsense,impossible
couch,pattern,white,probably,guaranteed,guaranteed
couch,pattern,wooden,guaranteed,unlikely,impossible
couch,pattern,low,pjj-nonsense,pjj-nonsense,impossible
couch,pattern,old,probably,guaranteed,guaranteed
bus,seat,external,wjj-nonsense,unrelated,wjj-nonsense
bus,seat,public,unlikely,guaranteed,probably
bus,seat,crowded,guaranteed,guaranteed,probably
bus,seat,black,unlikely,unrelated,unrelated
bus,seat,old,guaranteed,guaranteed,probably
toilet,tank,indoor,guaranteed,guaranteed,guaranteed
toilet,tank,white,guaranteed,guaranteed,probably
toilet,tank,clear,guaranteed,pjj-nonsense,probably
toilet,tank,closed,unrelated,unrelated,probably
animal,hair,furry,guaranteed,pjj-nonsense,guaranteed
animal,hair,young,guaranteed,guaranteed,guaranteed
animal,hair,human,wjj-nonsense,wjj-nonsense,guaranteed
animal,hair,brown,probably,unlikely,guaranteed
animal,hair,poor,unrelated,impossible,impossible
animal,hair,wild,guaranteed,guaranteed,impossible
boy,short,young,unrelated,unrelated,impossible
shoe,trim,white,unlikely,probably,unrelated
shoe,trim,old,guaranteed,guaranteed,probably
bear,muzzle,white,unrelated,probably,probably
duck,head,fat,probably,unlikely,unlikely
duck,head,white,probably,unrelated,probably
traffic,light,international,unrelated,unrelated,unlikely
traffic,light,still,unrelated,probably,guaranteed
traffic,light,heavy,unlikely,impossible,pjj-nonsense
traffic,light,commercial,unrelated,unrelated,unlikely
bat,bottom,straight,guaranteed,probably,unlikely
bat,bottom,white,probably,probably,unrelated
bat,bottom,wooden,guaranteed,guaranteed,probably
bat,bottom,short,unrelated,unlikely,unrelated
bat,bottom,old,guaranteed,guaranteed,probably
statue,head,manly,guaranteed,guaranteed,probably
statue,head,bronze,guaranteed,guaranteed,probably
statue,head,armless,impossible,impossible,pjj-nonsense
statue,head,colossal,guaranteed,guaranteed,probably
statue,head,greek,guaranteed,guaranteed,guaranteed
statue,head,beautiful,guaranteed,guaranteed,probably
table,tabletop,white,probably,guaranteed,guaranteed
cat,face,white,probably,probably,probably
cat,face,old,guaranteed,guaranteed,guaranteed
window,sun,clean,guaranteed,pjj-nonsense,pjj-nonsense
window,sun,high,probably,unrelated,unrelated
window,sun,square,guaranteed,impossible,impossible
window,sun,brown,unlikely,impossible,impossible
window,sun,open,guaranteed,impossible,pjj-nonsense
window,sun,broken,probably,impossible,impossible
man,equipment,poor,unrelated,pjj-nonsense,impossible
sink,basin,clean,guaranteed,probably,probably
sink,basin,dry,guaranteed,unlikely,probably
sink,basin,stainless,guaranteed,probably,probably
sink,basin,porcelain,guaranteed,probably,probably
sink,basin,old,guaranteed,probably,guaranteed
path,edge,straight,guaranteed,guaranteed,guaranteed
path,edge,gray,probably,probably,guaranteed
path,edge,long,guaranteed,guaranteed,guaranteed
path,edge,mean,pjj-nonsense,pjj-nonsense,pjj-nonsense
path,edge,free,guaranteed,impossible,pjj-nonsense
path,edge,narrow,probably,unrelated,unlikely
path,edge,critical,probably,pjj-nonsense,impossible
path,edge,paved,guaranteed,probably,guaranteed
kite,logo,long,unlikely,unrelated,unrelated
kite,logo,red,unlikely,unlikely,unlikely
kite,logo,old,guaranteed,guaranteed,probably
jacket,stripe,short,unrelated,probably,guaranteed
jacket,stripe,white,unlikely,unrelated,unlikely
shirt,strip,clean,guaranteed,guaranteed,guaranteed
shirt,strip,white,unlikely,impossible,unlikely
elbow,part,female,guaranteed,pjj-nonsense,guaranteed
elbow,part,man,guaranteed,wjj-nonsense,guaranteed
elbow,part,sharp,unrelated,wjj-nonsense,impossible
elbow,part,flexed,guaranteed,probably,guaranteed
elbow,part,injured,probably,unlikely,guaranteed
elbow,part,extended,guaranteed,wjj-nonsense,guaranteed
elbow,part,bent,guaranteed,probably,guaranteed
building,fence,tall,unrelated,unrelated,unlikely
building,fence,original,unrelated,probably,guaranteed
building,fence,brown,unrelated,unrelated,unlikely
building,fence,fine,pjj-nonsense,probably,unlikely
building,fence,old,unrelated,probably,unlikely
bench,seat,concrete,guaranteed,guaranteed,probably
bench,seat,hard,guaranteed,guaranteed,guaranteed
bench,seat,gray,guaranteed,probably,probably
bench,seat,long,guaranteed,guaranteed,guaranteed
bench,seat,wooden,guaranteed,guaranteed,probably
bench,seat,federal,guaranteed,pjj-nonsense,pjj-nonsense
bench,seat,judicial,guaranteed,pjj-nonsense,impossible
bowl,fruit,empty,guaranteed,pjj-nonsense,unlikely
bowl,fruit,wooden,unlikely,unrelated,impossible
bowl,fruit,circular,unrelated,unrelated,unrelated
bowl,fruit,golden,unrelated,unrelated,unrelated
horse,forehead,dead,pjj-nonsense,guaranteed,guaranteed
horse,forehead,black,probably,probably,probably
horse,forehead,old,guaranteed,guaranteed,guaranteed
rider,hand,bold,probably,pjj-nonsense,pjj-nonsense
rider,hand,young,guaranteed,guaranteed,guaranteed
rider,hand,free,probably,pjj-nonsense,pjj-nonsense
rider,hand,black,guaranteed,guaranteed,guaranteed
rider,hand,lone,guaranteed,unlikely,unrelated
batter,shadow,slight,probably,probably,probably
batter,shadow,thin,probably,probably,probably
batter,shadow,thick,probably,probably,probably
batter,shadow,smooth,impossible,guaranteed,wjj-nonsense
batter,shadow,stiff,impossible,guaranteed,pjj-nonsense
finger,part,male,impossible,guaranteed,guaranteed
finger,part,pointed,unrelated,unlikely,guaranteed
finger,part,human,guaranteed,guaranteed,guaranteed
finger,part,long,unrelated,unrelated,unrelated
finger,part,cold,probably,probably,guaranteed
finger,part,wet,probably,probably,guaranteed
finger,part,bony,probably,probably,probably
plane,ramp,horizontal,impossible,pjj-nonsense,impossible
plane,ramp,vertical,impossible,wjj-nonsense,impossible
plane,ramp,white,unrelated,probably,impossible
lamb,body,fetal,guaranteed,guaranteed,guaranteed
lamb,body,young,guaranteed,guaranteed,guaranteed
lamb,body,light,guaranteed,guaranteed,guaranteed
lamb,body,sacrificial,guaranteed,guaranteed,guaranteed
lamb,body,white,guaranteed,guaranteed,guaranteed
lamb,body,immature,guaranteed,guaranteed,pjj-nonsense
lamb,body,poor,guaranteed,unrelated,pjj-nonsense
airport,light,busy,impossible,impossible,impossible
airport,light,alternate,pjj-nonsense,pjj-nonsense,impossible
airport,light,commercial,guaranteed,guaranteed,impossible
airport,light,municipal,guaranteed,pjj-nonsense,impossible
airport,light,international,guaranteed,probably,impossible
airport,light,long,unlikely,probably,impossible
kite,string,long,guaranteed,unrelated,probably
kite,string,high,guaranteed,guaranteed,guaranteed
kite,string,blue,unrelated,unlikely,probably
kite,string,old,unrelated,unlikely,probably
person,shadow,human,guaranteed,pjj-nonsense,guaranteed
window,frame,clean,probably,probably,probably
window,frame,high,guaranteed,guaranteed,guaranteed
window,frame,square,guaranteed,guaranteed,guaranteed
window,frame,brown,unrelated,unrelated,unrelated
window,frame,open,impossible,unlikely,impossible
window,frame,broken,unrelated,unlikely,unlikely
tile,line,acoustical,wjj-nonsense,pjj-nonsense,pjj-nonsense
tile,line,white,probably,unlikely,probably
tile,line,hollow,unrelated,pjj-nonsense,guaranteed
tile,line,ceramic,probably,pjj-nonsense,guaranteed
sleeve,button,inner,guaranteed,pjj-nonsense,impossible
sleeve,button,white,probably,unrelated,unrelated
sleeve,button,plastic,unrelated,unrelated,unrelated
boat,door,white,unrelated,unrelated,unrelated
boat,door,tiny,unrelated,guaranteed,probably
boat,door,wooden,unrelated,unrelated,unrelated
boat,door,open,unrelated,unrelated,probably
boat,door,old,probably,probably,probably
horse,teeth,dead,probably,impossible,guaranteed
horse,teeth,hooked,probably,impossible,pjj-nonsense
horse,teeth,attached,probably,pjj-nonsense,unrelated
horse,teeth,blue,impossible,unlikely,impossible
horse,teeth,old,guaranteed,probably,guaranteed
bun,mustard,hot,unrelated,probably,guaranteed
bun,mustard,brown,unrelated,unlikely,unlikely
remote control,button,colored,probably,probably,guaranteed
remote control,button,political,probably,pjj-nonsense,pjj-nonsense
remote control,button,black,unlikely,probably,unrelated
boy,hair,young,probably,guaranteed,guaranteed
boy,hair,nice,unrelated,impossible,unrelated
boy,hair,dear,pjj-nonsense,impossible,probably
line,edge,horizontal,guaranteed,guaranteed,guaranteed
line,edge,yellow,guaranteed,guaranteed,guaranteed
line,edge,solid,guaranteed,guaranteed,guaranteed
line,edge,long,guaranteed,guaranteed,guaranteed
player,racket,poor,unrelated,pjj-nonsense,impossible
tablecloth,crease,red,guaranteed,guaranteed,guaranteed
bowl,line,circular,probably,guaranteed,probably
bowl,line,shallow,impossible,unrelated,impossible
bowl,line,golden,unrelated,unrelated,probably
bowl,line,wooden,guaranteed,probably,probably
bowl,line,empty,unrelated,pjj-nonsense,impossible
wineglass,wine,empty,guaranteed,impossible,pjj-nonsense
wineglass,wine,crystal,impossible,impossible,impossible
cheese,sauce,soft,guaranteed,unrelated,probably
cheese,sauce,white,unlikely,unrelated,unrelated
neck,hair,human,guaranteed,guaranteed,guaranteed
neck,hair,white,unrelated,probably,unrelated
neck,hair,long,unrelated,unrelated,unrelated
neck,hair,stiff,unrelated,unrelated,unrelated
neck,hair,short,unrelated,unrelated,unrelated
neck,hair,skinny,unrelated,unrelated,impossible
shirt,line,clean,guaranteed,guaranteed,guaranteed
shirt,line,white,unlikely,unlikely,unlikely
cow,snout,red,unrelated,probably,unlikely
cow,snout,old,guaranteed,guaranteed,guaranteed
bottle,juice,empty,guaranteed,impossible,impossible
bottle,juice,hot,guaranteed,guaranteed,probably
bottle,juice,red,unrelated,unrelated,unrelated
airplane,trail,commercial,guaranteed,pjj-nonsense,pjj-nonsense
airplane,trail,light,unrelated,pjj-nonsense,unrelated
airplane,trail,white,unrelated,unrelated,unrelated
airplane,trail,american,guaranteed,guaranteed,impossible
airplane,trail,private,probably,pjj-nonsense,impossible
baseball cap,logo,blue,unlikely,unrelated,unrelated
seagull,wing,dead,guaranteed,guaranteed,guaranteed
seagull,wing,lone,guaranteed,unrelated,impossible
seagull,wing,solitary,guaranteed,unrelated,impossible
seagull,wing,white,unrelated,probably,probably
boy,racket,nice,unrelated,unrelated,unrelated
paw,fur,hairy,guaranteed,guaranteed,guaranteed
paw,fur,huge,unrelated,pjj-nonsense,unlikely
paw,fur,heavy,unrelated,unlikely,unlikely
paw,fur,white,guaranteed,guaranteed,impossible
person,foot,human,guaranteed,guaranteed,guaranteed
boy,forehead,young,guaranteed,guaranteed,guaranteed
boy,forehead,nice,unrelated,unrelated,unrelated
toilet,lid,white,guaranteed,probably,probably
toilet,lid,clear,guaranteed,unlikely,probably
toilet,lid,closed,guaranteed,guaranteed,guaranteed
short,trim,red,unlikely,unrelated,unlikely
dolly,wheel,tall,probably,impossible,impossible
dolly,wheel,red,unlikely,unrelated,unlikely
dolly,wheel,poor,pjj-nonsense,probably,pjj-nonsense
dolly,wheel,pretty,unrelated,probably,unlikely
dolly,wheel,old,probably,guaranteed,probably
pizza,tomato,hot,guaranteed,guaranteed,guaranteed
pizza,tomato,cold,guaranteed,guaranteed,guaranteed
burger,meat,juicy,guaranteed,guaranteed,guaranteed
burger,meat,greasy,guaranteed,probably,probably
burger,meat,vegetarian,guaranteed,impossible,guaranteed
building,light,tall,guaranteed,probably,unlikely
building,light,original,unrelated,pjj-nonsense,unlikely
building,light,public,guaranteed,pjj-nonsense,impossible
building,light,brown,unlikely,unrelated,impossible
building,light,fine,probably,unrelated,guaranteed
building,light,old,unrelated,probably,probably
plate,dessert,white,unlikely,unrelated,unrelated
motorcycle,handle,silver,unrelated,unlikely,unrelated
motorcycle,handle,red,unrelated,unlikely,unrelated
motorcycle,handle,old,probably,guaranteed,probably
pole,part,metallic,guaranteed,guaranteed,guaranteed
pole,part,tall,unrelated,impossible,probably
pole,part,green,probably,guaranteed,guaranteed
pole,part,long,unrelated,impossible,probably
pole,part,posterior,guaranteed,pjj-nonsense,guaranteed
woman,vest,beautiful,unrelated,unrelated,unrelated
monkey,tail,young,guaranteed,guaranteed,guaranteed
monkey,tail,female,guaranteed,guaranteed,guaranteed
monkey,tail,old,guaranteed,guaranteed,guaranteed
male,shirt,white,unrelated,unrelated,unrelated
goat,eye,young,guaranteed,guaranteed,guaranteed
goat,eye,white,unrelated,unlikely,unrelated
goat,eye,old,guaranteed,guaranteed,guaranteed
man,smile,poor,impossible,pjj-nonsense,unrelated
lady,wrist,poor,guaranteed,unrelated,impossible
lady,wrist,beautiful,probably,unrelated,probably
signal,light,received,guaranteed,pjj-nonsense,pjj-nonsense
signal,light,digital,guaranteed,probably,guaranteed
signal,light,light,guaranteed,pjj-nonsense,guaranteed
signal,light,original,guaranteed,probably,probably
signal,light,electrical,guaranteed,guaranteed,guaranteed
signal,light,green,guaranteed,unrelated,unrelated
branch,leaf,thin,unrelated,probably,unrelated
branch,leaf,anterior,guaranteed,guaranteed,pjj-nonsense
branch,leaf,long,unrelated,probably,unrelated
branch,leaf,smooth,unlikely,probably,unrelated
branch,leaf,brown,unrelated,unrelated,unrelated
branch,leaf,important,unrelated,pjj-nonsense,guaranteed
motorcycle,exhaust,black,unlikely,unlikely,unrelated
female,hair,young,guaranteed,guaranteed,guaranteed
female,hair,human,guaranteed,pjj-nonsense,guaranteed
female,hair,white,unrelated,impossible,unlikely
female,hair,male,wjj-nonsense,pjj-nonsense,wjj-nonsense
woman,sweater,beautiful,unrelated,unrelated,unrelated
snowboarder,arm,professional,pjj-nonsense,pjj-nonsense,impossible
snowboarder,arm,suspended,wjj-nonsense,pjj-nonsense,guaranteed
kite,color,long,impossible,probably,impossible
kite,color,high,guaranteed,guaranteed,guaranteed
kite,color,blue,probably,guaranteed,guaranteed
kite,color,old,guaranteed,guaranteed,guaranteed
he,shoe,brown,unrelated,unrelated,unrelated
cop,helmet,white,unrelated,unrelated,unrelated
car,mirror,open,unrelated,unlikely,impossible
car,mirror,white,unlikely,unlikely,impossible
car,mirror,private,guaranteed,guaranteed,impossible
car,mirror,old,guaranteed,probably,probably
basket,grass,huge,unrelated,impossible,unrelated
basket,grass,woven,impossible,unlikely,impossible
basket,grass,flat,unlikely,unlikely,unrelated
basket,grass,heavy,unlikely,unlikely,probably
basket,grass,empty,guaranteed,pjj-nonsense,impossible
clock,word,framed,unrelated,unrelated,probably
clock,word,tall,unrelated,unrelated,probably
clock,word,antique,probably,probably,guaranteed
clock,word,green,unrelated,unrelated,unlikely
clock,word,internal,unlikely,pjj-nonsense,unlikely
clock,word,old,probably,probably,guaranteed
child,smile,unborn,guaranteed,guaranteed,guaranteed
child,smile,dear,unrelated,pjj-nonsense,guaranteed
child,smile,young,guaranteed,guaranteed,guaranteed
child,smile,sick,unrelated,pjj-nonsense,impossible
child,smile,poor,unrelated,pjj-nonsense,impossible
sign,border,outward,guaranteed,pjj-nonsense,pjj-nonsense
sign,border,positive,unrelated,impossible,pjj-nonsense
sign,border,negative,unrelated,impossible,pjj-nonsense
sign,border,black,unlikely,unlikely,unrelated
motorcycle,spoke,old,guaranteed,guaranteed,probably
sink,base,clean,probably,probably,unrelated
sink,base,dry,probably,unrelated,unrelated
sink,base,shiny,unrelated,unrelated,unlikely
sink,base,old,guaranteed,probably,probably
sink,base,stainless,unrelated,probably,unlikely
sink,base,porcelain,unrelated,unrelated,unlikely
sink,base,grey,unrelated,unrelated,unrelated
hat,stripe,white,unlikely,unlikely,impossible
hat,stripe,old,guaranteed,guaranteed,probably
table,shelf,long,guaranteed,probably,probably
table,shelf,white,probably,probably,probably
table,shelf,accompanying,guaranteed,pjj-nonsense,pjj-nonsense
shirt,stripe,clean,guaranteed,probably,guaranteed
shirt,stripe,white,impossible,unrelated,unlikely
shirt,image,clean,guaranteed,guaranteed,unlikely
shirt,image,white,unlikely,unlikely,unlikely
hand,watch,human,impossible,impossible,pjj-nonsense
hand,watch,open,unrelated,unrelated,pjj-nonsense
hand,watch,strong,unrelated,pjj-nonsense,unrelated
cat,tooth,white,probably,unrelated,unrelated
cat,tooth,old,probably,guaranteed,guaranteed
bike,rack,stationary,guaranteed,guaranteed,guaranteed
bike,rack,old,probably,probably,probably
dirt,shadow,soft,unrelated,impossible,guaranteed
dirt,shadow,fresh,impossible,impossible,pjj-nonsense
dirt,shadow,brown,unrelated,unlikely,probably
dirt,shadow,dirty,impossible,impossible,probably
shower,handle,clean,probably,probably,guaranteed
shower,handle,clear,probably,probably,unlikely
shower,handle,hot,probably,probably,unlikely
shower,handle,heavy,unlikely,unlikely,unlikely
shower,handle,quick,pjj-nonsense,guaranteed,pjj-nonsense
shower,handle,long,unrelated,unlikely,unlikely
shower,handle,cold,probably,probably,unlikely
window,curtain,clean,unrelated,unrelated,probably
window,curtain,high,guaranteed,guaranteed,guaranteed
window,curtain,square,unrelated,probably,nonsense
window,curtain,brown,unrelated,unrelated,unrelated
window,curtain,open,probably,unrelated,unrelated
window,curtain,broken,unlikely,unlikely,unlikely
court,part,sandy,probably,guaranteed,guaranteed
court,part,open,guaranteed,pjj-nonsense,guaranteed
court,part,red,probably,probably,guaranteed
airplane,part,commercial,guaranteed,guaranteed,impossible
airplane,part,conventional,guaranteed,probably,pjj-nonsense
airplane,part,light,guaranteed,probably,probably
airplane,part,white,probably,probably,probably
airplane,part,american,guaranteed,probably,guaranteed
airplane,part,private,guaranteed,guaranteed,impossible
man,cheek,poor,pjj-nonsense,pjj-nonsense,unrelated
meter,pole,sound,guaranteed,pjj-nonsense,pjj-nonsense
meter,pole,triple,wjj-nonsense,pjj-nonsense,pjj-nonsense
meter,pole,white,unrelated,probably,unrelated
rhino,horn,white,probably,probably,unrelated
rhino,horn,plastic,guaranteed,guaranteed,probably
cup,foam,hot,probably,probably,probably
cup,foam,silver,unrelated,unlikely,unrelated
cup,foam,plastic,impossible,impossible,impossible
cup,foam,empty,guaranteed,pjj-nonsense,guaranteed
cup,foam,blue,unrelated,unlikely,unrelated
table,bottle,long,unrelated,unrelated,unrelated
table,bottle,metal,unlikely,unrelated,unlikely
table,bottle,white,unrelated,unrelated,unlikely
fireplace,grate,huge,guaranteed,probably,guaranteed
fireplace,grate,wide,guaranteed,probably,guaranteed
fireplace,grate,empty,guaranteed,pjj-nonsense,impossible
fireplace,grate,dark,probably,unrelated,probably
fireplace,grate,old,unrelated,probably,unrelated
wheel,tire,spare,guaranteed,guaranteed,guaranteed
train,conductor,electric,impossible,impossible,impossible
train,conductor,long,unlikely,unrelated,impossible
train,conductor,red,unlikely,unlikely,impossible
train,conductor,slow,guaranteed,unrelated,impossible
train,conductor,regular,unrelated,unrelated,impossible
restaurant,sign,french,probably,unlikely,guaranteed
restaurant,sign,fancy,probably,unrelated,probably
restaurant,sign,nice,probably,unrelated,probably
restaurant,sign,chinese,probably,unlikely,guaranteed
restaurant,sign,casual,probably,impossible,unrelated
board,handle,floured,probably,unlikely,unlikely
leash,clasp,tight,unrelated,guaranteed,unlikely
leash,clasp,long,unlikely,unrelated,unlikely
leash,clasp,loose,unrelated,guaranteed,unrelated
leash,clasp,black,unlikely,unlikely,unrelated
leash,clasp,short,unrelated,probably,unlikely
bowl,berry,circular,unrelated,unrelated,unrelated
bowl,berry,golden,unlikely,impossible,unrelated
snowboard,shadow,red,unlikely,impossible,impossible
skater,hand,young,guaranteed,guaranteed,guaranteed
skater,hand,excellent,unrelated,unrelated,impossible
skater,hand,professional,unrelated,pjj-nonsense,impossible
skater,hand,brown,unrelated,guaranteed,guaranteed
skater,hand,expert,unrelated,pjj-nonsense,impossible
girl,reflection,poor,pjj-nonsense,unrelated,impossible
girl,reflection,beautiful,guaranteed,guaranteed,probably
girl,reflection,pretty,guaranteed,guaranteed,probably
girl,reflection,old,impossible,guaranteed,impossible
marina,boat,busy,guaranteed,unlikely,unrelated
marina,boat,young,unrelated,pjj-nonsense,unrelated
marina,boat,docked,unrelated,unrelated,wjj-nonsense
marina,boat,private,guaranteed,unrelated,unrelated
marina,boat,distant,guaranteed,probably,guaranteed
boat,number,open,guaranteed,pjj-nonsense,impossible
boat,number,white,unlikely,unlikely,unlikely
boat,number,tiny,unrelated,probably,probably
boat,number,old,probably,probably,probably
coat,trim,white,unrelated,unlikely,probably
wall,artwork,high,unrelated,wjj-nonsense,unrelated
wall,artwork,white,unlikely,unrelated,unrelated
motorcycle,back,red,guaranteed,guaranteed,probably
motorcycle,back,old,guaranteed,guaranteed,guaranteed
bowl,reflection,empty,pjj-nonsense,pjj-nonsense,guaranteed
bowl,reflection,circular,unrelated,probably,probably
bowl,reflection,golden,probably,unlikely,guaranteed
bowl,reflection,shallow,pjj-nonsense,pjj-nonsense,impossible
cow,knee,red,probably,probably,probably
cow,knee,old,guaranteed,guaranteed,guaranteed
lighthouse,window,distant,guaranteed,guaranteed,guaranteed
lighthouse,window,tall,probably,unrelated,unrelated
lighthouse,window,white,unlikely,impossible,unlikely
lighthouse,window,famous,probably,unlikely,unlikely
lighthouse,window,old,guaranteed,probably,probably
hill,grass,bare,pjj-nonsense,guaranteed,guaranteed
hill,grass,tall,unrelated,unrelated,unrelated
hill,grass,holy,probably,pjj-nonsense,unlikely
hill,grass,high,unrelated,unrelated,unrelated
hill,grass,steep,pjj-nonsense,impossible,unrelated
hill,grass,long,unrelated,unrelated,unrelated
hill,grass,brown,unrelated,guaranteed,probably
hill,grass,low,unrelated,impossible,unrelated
jet,smoke,liquid,guaranteed,pjj-nonsense,pjj-nonsense
jet,smoke,free,guaranteed,unrelated,guaranteed
jet,smoke,black,unrelated,unlikely,unlikely
airplane,jet,commercial,guaranteed,guaranteed,impossible
airplane,jet,conventional,guaranteed,probably,pjj-nonsense
airplane,jet,light,guaranteed,probably,unlikely
airplane,jet,white,probably,unrelated,probably
airplane,jet,american,guaranteed,probably,guaranteed
airplane,jet,private,guaranteed,guaranteed,impossible
umbrella,fabric,open,guaranteed,impossible,guaranteed
umbrella,fabric,white,guaranteed,guaranteed,guaranteed
surfer,hand,young,guaranteed,guaranteed,guaranteed
surfer,hand,upright,unrelated,unrelated,unrelated
surfer,hand,professional,probably,pjj-nonsense,probably
surfer,hand,random,unrelated,pjj-nonsense,impossible
surfer,hand,male,guaranteed,guaranteed,guaranteed
surfer,hand,expert,probably,pjj-nonsense,probably
surfer,hand,experienced,guaranteed,pjj-nonsense,guaranteed
surfer,hand,avid,probably,pjj-nonsense,impossible
sign,picture,outward,guaranteed,guaranteed,guaranteed
sign,picture,positive,guaranteed,pjj-nonsense,probably
sign,picture,negative,guaranteed,pjj-nonsense,probably
sign,picture,black,unlikely,unlikely,unlikely
pizza,leaf,hot,unlikely,guaranteed,probably
pizza,leaf,free,probably,guaranteed,pjj-nonsense
pizza,leaf,frozen,unlikely,guaranteed,probably
pizza,leaf,cold,probably,guaranteed,probably
beach,track,sandy,guaranteed,guaranteed,probably
beach,track,rocky,pjj-nonsense,guaranteed,probably
beach,track,white,probably,guaranteed,probably
beach,track,private,impossible,guaranteed,probably
kitchen,dishwasher,old,probably,probably,probably
hill,flower,tall,unrelated,unrelated,unlikely
hill,flower,high,guaranteed,guaranteed,guaranteed
hill,flower,holy,unrelated,unrelated,guaranteed
hill,flower,long,unrelated,unrelated,impossible
hill,flower,brown,unrelated,unlikely,unlikely
hill,flower,low,guaranteed,guaranteed,guaranteed
chair,design,slender,unrelated,unrelated,impossible
chair,design,purple,unlikely,unrelated,probably
chair,design,comfortable,impossible,pjj-nonsense,impossible
chair,design,empty,guaranteed,unrelated,impossible
lady,tattoo,beautiful,unrelated,probably,unrelated
outlet,cord,natural,guaranteed,pjj-nonsense,pjj-nonsense
outlet,cord,thoracic,wjj-nonsense,word-nonsense,pjj-nonsense
motorcycle,light,silver,unlikely,probably,unrelated
motorcycle,light,old,guaranteed,probably,guaranteed
motorcycle,light,used,guaranteed,probably,guaranteed
motorcycle,light,burning,probably,probably,guaranteed
