whole,part,jj,result1,result2,result3
ram,eye,dirty,unrelated,unlikely,unrelated
ram,eye,white,unrelated,unlikely,unrelated
ram,eye,static,unlikely,unrelated,guaranteed
shoe,strap,tight,probably,guaranteed,probably
shoe,strap,white,probably,probably,probably
shoe,strap,old,probably,guaranteed,guaranteed
beer,foam,brown,impossible,unrelated,unlikely
beer,foam,cold,probably,guaranteed,probably
beer,foam,strong,unlikely,guaranteed,probably
fan,hat,white,unlikely,unrelated,unrelated
fan,hat,huge,probably,unrelated,unrelated
arm,hand,raised,probably,probably,guaranteed
arm,hand,short,pjj-nonsense,probably,probably
arm,hand,long,pjj-nonsense,probably,probably
arm,hand,strong,probably,guaranteed,probably
arm,hand,metal,probably,probably,probably
arm,hand,broken,unrelated,probably,unrelated
arm,hand,outstretched,guaranteed,probably,unrelated
wall,mark,posterior,unrelated,guaranteed,guaranteed
wall,mark,anterior,unrelated,unrelated,guaranteed
wall,mark,white,unlikely,unlikely,unrelated
wall,mark,high,unrelated,unrelated,unrelated
wall,mark,lateral,unrelated,unrelated,unrelated
calf,eye,white,impossible,unlikely,unrelated
calf,eye,newborn,guaranteed,guaranteed,guaranteed
calf,eye,young,guaranteed,guaranteed,guaranteed
calf,eye,original,guaranteed,guaranteed,guaranteed
calf,eye,bare,unrelated,wjj-nonsense,pjj-nonsense
tower,column,round,unrelated,unrelated,unrelated
tower,column,old,probably,probably,probably
tower,column,white,unrelated,probably,unrelated
tower,column,lofty,pjj-nonsense,unrelated,pjj-nonsense
tower,column,high,pjj-nonsense,unrelated,guaranteed
tower,column,tall,guaranteed,probably,probably
trunk,line,smooth,impossible,probably,unlikely
trunk,line,old,guaranteed,guaranteed,probably
trunk,line,long,impossible,probably,unrelated
trunk,line,sympathetic,pjj-nonsense,pjj-nonsense,impossible
trunk,line,hollow,impossible,probably,impossible
trunk,line,brown,probably,probably,guaranteed
trunk,line,bare,guaranteed,pjj-nonsense,guaranteed
bus,advertising,old,unlikely,unrelated,unrelated
bus,advertising,public,guaranteed,guaranteed,guaranteed
bus,advertising,external,guaranteed,guaranteed,guaranteed
bus,advertising,black,unrelated,unlikely,unlikely
bus,advertising,colorful,unrelated,unrelated,unrelated
shower,door,clear,probably,impossible,guaranteed
shower,door,long,probably,unrelated,probably
shower,door,quick,probably,unrelated,unrelated
shower,door,hot,probably,probably,unrelated
shower,door,cold,probably,unrelated,unrelated
shower,door,heavy,unrelated,unlikely,guaranteed
shower,door,clean,probably,probably,guaranteed
field,grass,open,guaranteed,probably,pjj-nonsense
field,grass,empty,guaranteed,pjj-nonsense,pjj-nonsense
field,grass,overgrown,guaranteed,guaranteed,probably
room,curtain,inner,pjj-nonsense,guaranteed,guaranteed
room,curtain,private,impossible,guaranteed,guaranteed
boarder,pant,regular,unrelated,wjj-nonsense,unrelated
bike,wheel,red,unlikely,unlikely,unlikely
bike,wheel,stationary,guaranteed,guaranteed,guaranteed
bike,wheel,old,probably,unrelated,unrelated
leaf,shadow,dead,impossible,impossible,impossible
leaf,shadow,reddish,impossible,unlikely,impossible
leaf,shadow,green,impossible,unlikely,impossible
leaf,shadow,blank,wjj-nonsense,pjj-nonsense,impossible
giraffe,forehead,brown,guaranteed,guaranteed,probably
giraffe,forehead,young,guaranteed,guaranteed,guaranteed
giraffe,forehead,tall,guaranteed,guaranteed,guaranteed
motorbike,tire,red,unlikely,unlikely,unlikely
motorbike,tire,old,probably,unrelated,unrelated
baseball field,grass,open,guaranteed,pjj-nonsense,guaranteed
baseball field,grass,green,guaranteed,guaranteed,guaranteed
train,doorway,red,unrelated,unlikely,probably
train,doorway,regular,pjj-nonsense,probably,probably
train,doorway,long,unlikely,unrelated,unrelated
lady,helmet,beautiful,unlikely,unrelated,unlikely
sign,figure,positive,guaranteed,probably,pjj-nonsense
sign,figure,sure,guaranteed,pjj-nonsense,pjj-nonsense
sign,figure,negative,guaranteed,probably,pjj-nonsense
sign,figure,outward,guaranteed,pjj-nonsense,probably
sign,figure,black,impossible,unlikely,unlikely
girl,braid,pretty,probably,probably,unrelated
girl,braid,beautiful,probably,probably,unrelated
girl,braid,old,guaranteed,guaranteed,unrelated
surfboard,end,short,probably,unrelated,probably
surfboard,end,old,guaranteed,guaranteed,guaranteed
surfboard,end,purple,unrelated,unrelated,probably
surfboard,end,miniature,guaranteed,guaranteed,probably
surfboard,end,regular,probably,wjj-nonsense,probably
computer,key,remote,guaranteed,guaranteed,unrelated
computer,key,off,pjj-nonsense,guaranteed,guaranteed
tennis racket,netting,red,unrelated,unrelated,unrelated
bedroom,lamp,old,unrelated,unrelated,unrelated
bedroom,lamp,spare,impossible,impossible,pjj-nonsense
bedroom,lamp,darkened,probably,unrelated,unrelated
bedroom,lamp,white,unrelated,unrelated,unrelated
bedroom,lamp,dark,guaranteed,unrelated,unrelated
eye,lash,dark,probably,probably,unrelated
face,mustache,light,unrelated,unrelated,unrelated
face,mustache,yellow,unrelated,unrelated,unlikely
face,mustache,beautiful,unlikely,probably,probably
face,mustache,handsome,unlikely,probably,probably
cat,collar,white,unrelated,unrelated,unrelated
cat,collar,old,unrelated,unlikely,unrelated
bull,horn,mad,pjj-nonsense,pjj-nonsense,unrelated
bull,horn,wild,pjj-nonsense,pjj-nonsense,guaranteed
bull,horn,old,guaranteed,probably,guaranteed
bull,horn,young,guaranteed,guaranteed,guaranteed
bull,horn,brown,unrelated,unrelated,unrelated
animal,claw,brown,unrelated,unrelated,unlikely
animal,claw,poor,pjj-nonsense,unrelated,pjj-nonsense
giraffe,head,brown,guaranteed,guaranteed,probably
giraffe,head,young,guaranteed,guaranteed,guaranteed
giraffe,head,stuffed,guaranteed,probably,guaranteed
giraffe,head,tall,guaranteed,guaranteed,impossible
bear,back,white,probably,probably,guaranteed
bird,patch,old,guaranteed,guaranteed,guaranteed
bird,patch,dead,guaranteed,impossible,guaranteed
bird,patch,white,unlikely,unlikely,unlikely
bird,patch,beautiful,unrelated,unrelated,guaranteed
train,cable,red,unrelated,unrelated,unrelated
train,cable,regular,pjj-nonsense,unrelated,pjj-nonsense
train,cable,electric,guaranteed,guaranteed,probably
train,cable,long,guaranteed,probably,unrelated
cake,crust,sweet,probably,probably,probably
cake,crust,round,guaranteed,guaranteed,guaranteed
cake,crust,national,pjj-nonsense,guaranteed,guaranteed
street,lamp,quiet,impossible,pjj-nonsense,impossible
street,lamp,public,guaranteed,guaranteed,guaranteed
street,lamp,clean,probably,unrelated,probably
street,lamp,long,impossible,pjj-nonsense,unlikely
cup,soup,black,unlikely,unlikely,unrelated
cup,soup,hot,probably,guaranteed,guaranteed
cup,soup,empty,guaranteed,guaranteed,guaranteed
jacket,button,white,probably,probably,unrelated
shirt,label,red,unlikely,unlikely,unlikely
track,part,blue,unrelated,probably,probably
track,part,old,unrelated,probably,probably
track,part,narrow,probably,unrelated,probably
girl,ball,pretty,unrelated,pjj-nonsense,impossible
girl,ball,beautiful,unrelated,pjj-nonsense,impossible
girl,ball,poor,impossible,pjj-nonsense,pjj-nonsense
girl,ball,old,unrelated,unrelated,unrelated
floor,crack,grey,unrelated,probably,guaranteed
floor,crack,bare,guaranteed,guaranteed,pjj-nonsense
floor,crack,concrete,probably,guaranteed,guaranteed
building,writing,brown,unrelated,unlikely,unlikely
building,writing,old,probably,unrelated,probably
building,writing,public,guaranteed,guaranteed,guaranteed
building,writing,original,unrelated,unrelated,guaranteed
building,writing,tall,unlikely,unrelated,unrelated
building,writing,fine,probably,guaranteed,probably
background,mountain,white,impossible,unrelated,unrelated
background,mountain,social,probably,unrelated,pjj-nonsense
water,rock,clear,impossible,unrelated,impossible
water,rock,blue,unlikely,unrelated,unlikely
water,rock,warm,probably,unrelated,probably
pitcher,hat,broken,unrelated,unrelated,unrelated
pitcher,hat,white,unrelated,unrelated,unrelated
pitcher,hat,empty,unrelated,unrelated,unrelated
pitcher,hat,floral,unrelated,unrelated,wjj-nonsense
suitcase,lining,old,guaranteed,guaranteed,guaranteed
suitcase,lining,green,unrelated,unlikely,unrelated
suitcase,lining,empty,guaranteed,probably,pjj-nonsense
suitcase,lining,open,unrelated,pjj-nonsense,pjj-nonsense
suitcase,lining,heavy,impossible,unlikely,pjj-nonsense
suitcase,lining,dark,unrelated,unlikely,unrelated
bathtub,handle,old,probably,probably,probably
bathtub,handle,white,probably,unlikely,unrelated
bathtub,handle,empty,impossible,pjj-nonsense,pjj-nonsense
bathtub,handle,huge,unrelated,unlikely,unlikely
bathtub,handle,porcelain,unrelated,impossible,unrelated
bathtub,handle,regular,unrelated,probably,probably
wall,stone,high,probably,wjj-nonsense,guaranteed
wall,stone,white,guaranteed,probably,guaranteed
player,foot,red,wjj-nonsense,unrelated,unrelated
player,foot,professional,guaranteed,guaranteed,pjj-nonsense
player,foot,poor,guaranteed,unrelated,pjj-nonsense
player,foot,offensive,guaranteed,guaranteed,pjj-nonsense
lady,coat,dear,pjj-nonsense,unrelated,pjj-nonsense
lady,coat,poor,pjj-nonsense,unrelated,pjj-nonsense
lady,coat,beautiful,unrelated,unrelated,unrelated
stall,door,red,unrelated,unlikely,unrelated
stall,door,vacant,impossible,guaranteed,guaranteed
stall,door,empty,impossible,guaranteed,guaranteed
stall,door,wooden,unrelated,impossible,probably
stall,door,narrow,guaranteed,probably,guaranteed
guy,wrist,young,guaranteed,guaranteed,guaranteed
guy,wrist,poor,pjj-nonsense,unrelated,pjj-nonsense
guy,wrist,old,guaranteed,guaranteed,guaranteed
jacket,patch,white,unrelated,unlikely,unlikely
jacket,patch,short,unrelated,pjj-nonsense,unrelated
light,reflection,dim,probably,probably,probably
light,reflection,white,guaranteed,probably,unrelated
light,reflection,bright,guaranteed,probably,guaranteed
kite,shadow,old,impossible,impossible,impossible
kite,shadow,high,impossible,unlikely,unlikely
kite,shadow,blue,impossible,impossible,impossible
kite,shadow,long,probably,probably,unrelated
goat,face,young,guaranteed,guaranteed,guaranteed
goat,face,white,probably,unrelated,probably
goat,face,old,guaranteed,guaranteed,guaranteed
cow,tail,dead,guaranteed,guaranteed,guaranteed
cow,tail,white,unrelated,probably,probably
cow,tail,old,guaranteed,guaranteed,guaranteed
boy,head,nice,guaranteed,unrelated,guaranteed
boy,head,young,guaranteed,guaranteed,guaranteed
boy,head,dear,pjj-nonsense,unrelated,unrelated
boy,head,reflected,guaranteed,guaranteed,pjj-nonsense
woman,wine,poor,unrelated,pjj-nonsense,pjj-nonsense
woman,wine,beautiful,unrelated,unrelated,unrelated
door,hook,inner,wjj-nonsense,guaranteed,pjj-nonsense
door,hook,white,unrelated,unrelated,unrelated
door,hook,heavy,unrelated,unlikely,unlikely
door,hook,closed,pjj-nonsense,impossible,impossible
door,hook,wooden,unrelated,unrelated,unrelated
guy,eyebrow,old,guaranteed,guaranteed,probably
man,ball,poor,unrelated,unrelated,impossible
clock,base,old,probably,guaranteed,guaranteed
clock,base,green,probably,unrelated,probably
clock,base,internal,pjj-nonsense,guaranteed,pjj-nonsense
clock,base,antique,probably,probably,guaranteed
clock,base,tall,probably,unrelated,guaranteed
bike,reflector,red,unrelated,unrelated,probably
bike,reflector,stationary,guaranteed,guaranteed,guaranteed
bike,reflector,old,unrelated,guaranteed,probably
batter,uniform,smooth,unrelated,wjj-nonsense,wjj-nonsense
batter,uniform,slight,unrelated,probably,pjj-nonsense
batter,uniform,thick,guaranteed,probably,unrelated
batter,uniform,ready,unrelated,pjj-nonsense,probably
batter,uniform,stiff,unrelated,unrelated,pjj-nonsense
batter,uniform,thin,guaranteed,probably,unrelated
tree,snow,green,impossible,impossible,impossible
tree,snow,hollow,impossible,unlikely,impossible
tree,snow,old,impossible,impossible,impossible
ground,trash,open,guaranteed,impossible,guaranteed
ground,trash,dirty,guaranteed,unrelated,probably
ground,trash,white,unrelated,unrelated,unrelated
ground,trash,dry,probably,probably,probably
airplane,star,american,unrelated,pjj-nonsense,guaranteed
airplane,star,conventional,pjj-nonsense,unrelated,unrelated
airplane,star,white,unrelated,unlikely,unlikely
airplane,star,commercial,pjj-nonsense,pjj-nonsense,probably
airplane,star,three,pjj-nonsense,pjj-nonsense,unrelated
shoulder,strap,broad,probably,impossible,unrelated
shoulder,strap,bare,impossible,pjj-nonsense,guaranteed
shoulder,strap,anterior,pjj-nonsense,pjj-nonsense,unrelated
side,window,positive,pjj-nonsense,pjj-nonsense,pjj-nonsense
side,window,affected,probably,pjj-nonsense,pjj-nonsense
side,window,inner,probably,pjj-nonsense,probably
side,window,far,guaranteed,guaranteed,probably
side,window,leafy,unlikely,pjj-nonsense,pjj-nonsense
side,window,yellow,unlikely,unrelated,unlikely
side,window,dark,probably,unrelated,pjj-nonsense
handlebar,grip,plastic,probably,unlikely,unrelated
handlebar,grip,white,unrelated,unrelated,unrelated
sandwich,bun,quick,pjj-nonsense,pjj-nonsense,pjj-nonsense
sandwich,bun,round,guaranteed,probably,guaranteed
sandwich,bun,hot,probably,probably,unrelated
sandwich,bun,thick,probably,unrelated,unrelated
boat,bow,old,guaranteed,guaranteed,probably
boat,bow,white,unrelated,probably,unrelated
boat,bow,open,guaranteed,unlikely,pjj-nonsense
boat,bow,tiny,guaranteed,guaranteed,probably
boat,bow,wooden,guaranteed,guaranteed,probably
cat,fang,white,guaranteed,unrelated,unrelated
cat,fang,old,guaranteed,guaranteed,guaranteed
boat,deck,old,probably,probably,probably
boat,deck,white,unrelated,probably,probably
boat,deck,open,probably,wjj-nonsense,pjj-nonsense
boat,deck,tiny,probably,guaranteed,guaranteed
boat,deck,wooden,probably,probably,probably
bus,door,old,probably,guaranteed,probably
bus,door,public,guaranteed,guaranteed,guaranteed
bus,door,external,guaranteed,guaranteed,wjj-nonsense
bus,door,black,probably,unrelated,probably
bus,door,crowded,unlikely,probably,pjj-nonsense
zoo,wall,green,unrelated,unlikely,unrelated
zoo,wall,sunny,unrelated,probably,guaranteed
zoo,wall,old,unrelated,probably,guaranteed
zoo,wall,public,impossible,impossible,unrelated
zoo,wall,human,impossible,pjj-nonsense,pjj-nonsense
zoo,wall,private,unlikely,impossible,guaranteed
zoo,wall,crowded,impossible,impossible,unrelated
zoo,wall,miniature,unlikely,guaranteed,probably
kid,head,nice,guaranteed,unrelated,unrelated
kid,head,poor,pjj-nonsense,unrelated,pjj-nonsense
kid,head,white,guaranteed,guaranteed,guaranteed
kid,head,young,guaranteed,guaranteed,guaranteed
kid,head,blonde,guaranteed,unrelated,guaranteed
kid,head,smart,pjj-nonsense,probably,guaranteed
sheep,body,fat,guaranteed,guaranteed,guaranteed
sheep,body,fetal,guaranteed,guaranteed,guaranteed
sheep,body,stuffed,guaranteed,guaranteed,guaranteed
face,hair,baby,pjj-nonsense,impossible,pjj-nonsense
face,hair,yellow,unrelated,unlikely,unrelated
face,hair,handsome,unrelated,unrelated,probably
face,hair,light,unrelated,probably,probably
face,hair,beautiful,unrelated,unrelated,probably
water bottle,cap,clear,unrelated,unrelated,unlikely
water bottle,cap,plastic,probably,probably,guaranteed
water bottle,cap,broken,unlikely,unrelated,unlikely
water bottle,cap,white,unrelated,unrelated,unrelated
water bottle,cap,hot,probably,probably,probably
water bottle,cap,empty,probably,pjj-nonsense,guaranteed
water bottle,cap,closed,guaranteed,pjj-nonsense,guaranteed
person,leg,human,guaranteed,guaranteed,guaranteed
person,leg,responsible,unrelated,guaranteed,pjj-nonsense
bedroom,window,old,probably,probably,probably
bedroom,window,spare,pjj-nonsense,pjj-nonsense,guaranteed
bedroom,window,darkened,probably,probably,unlikely
bedroom,window,white,unrelated,unrelated,probably
bedroom,window,upstairs,guaranteed,guaranteed,guaranteed
bedroom,window,dark,probably,guaranteed,unlikely
tree,orange,green,unrelated,unrelated,unlikely
tree,orange,old,unlikely,unrelated,unlikely
bathroom,rug,white,unrelated,unrelated,unrelated
bathroom,rug,tiny,probably,probably,unrelated
bathroom,rug,private,impossible,guaranteed,guaranteed
orange,skin,orange,guaranteed,guaranteed,guaranteed
orange,skin,deep,unlikely,pjj-nonsense,pjj-nonsense
orange,skin,round,guaranteed,guaranteed,guaranteed
orange,skin,pale,guaranteed,guaranteed,guaranteed
orange,skin,bright,guaranteed,guaranteed,guaranteed
orange,skin,shiny,guaranteed,guaranteed,guaranteed
orange,skin,sliced,guaranteed,guaranteed,probably
man,neck,poor,unrelated,pjj-nonsense,pjj-nonsense
lady,top,dear,pjj-nonsense,pjj-nonsense,impossible
lady,top,beautiful,unrelated,unrelated,unrelated
chair,blanket,comfortable,unrelated,unrelated,probably
chair,blanket,purple,unrelated,unrelated,unrelated
chair,blanket,empty,guaranteed,impossible,unrelated
bear,coat,white,guaranteed,guaranteed,guaranteed
bear,coat,fake,probably,guaranteed,pjj-nonsense
head,helmet,dark,unrelated,unrelated,unrelated
plane,line,focal,guaranteed,probably,pjj-nonsense
plane,line,white,unrelated,guaranteed,unrelated
plane,line,vertical,unrelated,guaranteed,probably
plane,line,sagittal,unrelated,wjj-nonsense,pjj-nonsense
plane,line,horizontal,unrelated,guaranteed,unrelated
bull,leg,brown,probably,probably,guaranteed
bull,leg,young,guaranteed,guaranteed,guaranteed
bull,leg,old,guaranteed,guaranteed,guaranteed
bull,leg,skinny,probably,probably,probably
ground,gravel,firm,unrelated,probably,pjj-nonsense
ground,gravel,fertile,impossible,pjj-nonsense,impossible
ground,gravel,dry,probably,guaranteed,probably
ground,gravel,white,unrelated,probably,unrelated
ground,gravel,open,guaranteed,pjj-nonsense,impossible
ground,gravel,dirty,guaranteed,guaranteed,guaranteed
ground,gravel,sandy,unrelated,pjj-nonsense,probably
tire,cover,black,unrelated,unrelated,unrelated
tire,cover,round,unrelated,unlikely,guaranteed
tire,cover,old,unrelated,unrelated,guaranteed
flag,blue,british,guaranteed,guaranteed,pjj-nonsense
people,group,young,guaranteed,probably,guaranteed
people,group,american,guaranteed,probably,guaranteed
people,group,crowded,pjj-nonsense,guaranteed,guaranteed
people,group,old,guaranteed,probably,guaranteed
door,mirror,inner,unlikely,impossible,pjj-nonsense
door,mirror,white,impossible,impossible,unlikely
door,mirror,heavy,unrelated,impossible,unrelated
fur,patch,soft,guaranteed,guaranteed,guaranteed
fur,patch,white,unlikely,probably,impossible
fur,patch,thick,guaranteed,guaranteed,probably
vase,neck,crystal,guaranteed,guaranteed,guaranteed
vase,neck,broken,unrelated,unrelated,probably
vase,neck,black,probably,guaranteed,guaranteed
vase,neck,golden,probably,probably,guaranteed
vase,neck,porcelain,probably,guaranteed,guaranteed
garage,light,old,probably,unrelated,unlikely
garage,light,white,unrelated,unrelated,unrelated
garage,light,tan,unrelated,unlikely,unlikely
garage,light,open,impossible,impossible,unrelated
garage,light,public,guaranteed,impossible,guaranteed
garage,light,detached,impossible,impossible,impossible
garage,light,underground,guaranteed,guaranteed,guaranteed
sidewalk,snow,wide,pjj-nonsense,probably,unrelated
sidewalk,snow,concrete,impossible,impossible,impossible
sidewalk,snow,white,guaranteed,unrelated,guaranteed
kite,edge,old,guaranteed,guaranteed,guaranteed
kite,edge,high,guaranteed,guaranteed,guaranteed
kite,edge,blue,guaranteed,probably,probably
kite,edge,long,probably,guaranteed,guaranteed
surfboard,line,giant,guaranteed,probably,unrelated
surfboard,line,short,guaranteed,probably,unrelated
surfboard,line,purple,unrelated,unrelated,probably
surfboard,line,old,guaranteed,probably,guaranteed
surfboard,line,miniature,guaranteed,probably,guaranteed
surfboard,line,regular,guaranteed,probably,unrelated
refrigerator,shelf,open,guaranteed,unrelated,guaranteed
refrigerator,shelf,white,guaranteed,unrelated,probably
refrigerator,shelf,old,guaranteed,probably,probably
refrigerator,shelf,tall,unrelated,unrelated,guaranteed
woman,finger,poor,pjj-nonsense,unrelated,impossible
woman,finger,beautiful,probably,unrelated,unrelated
player,elbow,defensive,pjj-nonsense,guaranteed,unrelated
clock,center,green,unrelated,probably,unrelated
clock,center,internal,guaranteed,guaranteed,wjj-nonsense
clock,center,old,guaranteed,guaranteed,probably
clock,center,tall,unrelated,unrelated,impossible
ground,pole,open,pjj-nonsense,unrelated,pjj-nonsense
ground,pole,white,unrelated,unrelated,unrelated
ground,pole,dry,probably,guaranteed,probably
tent,roof,royal,guaranteed,pjj-nonsense,guaranteed
tent,roof,white,probably,guaranteed,guaranteed
tent,roof,old,guaranteed,guaranteed,guaranteed
tent,roof,huge,guaranteed,guaranteed,guaranteed
surfboard,stripe,old,probably,guaranteed,probably
surfboard,stripe,short,unrelated,guaranteed,probably
surfboard,stripe,purple,unlikely,unlikely,unlikely
woman,mouth,poor,pjj-nonsense,pjj-nonsense,pjj-nonsense
woman,mouth,beautiful,unrelated,unrelated,probably
house,window,private,probably,guaranteed,impossible
house,window,old,guaranteed,probably,probably
house,window,empty,unrelated,pjj-nonsense,unrelated
player,number,poor,unlikely,pjj-nonsense,pjj-nonsense
player,number,red,unrelated,wjj-nonsense,unrelated
player,number,professional,impossible,pjj-nonsense,guaranteed
player,number,key,impossible,pjj-nonsense,guaranteed
player,number,offensive,impossible,pjj-nonsense,impossible
train,side,fast,impossible,guaranteed,impossible
train,side,long,probably,guaranteed,guaranteed
train,side,red,probably,probably,probably
train,side,slow,impossible,guaranteed,impossible
train,side,electric,impossible,unrelated,impossible
train,side,silver,probably,probably,guaranteed
train,side,regular,unrelated,guaranteed,probably
bench,cushion,hard,unrelated,unrelated,unlikely
bench,cushion,wooden,unrelated,impossible,impossible
bench,cushion,long,probably,probably,probably
room,carpet,darkened,guaranteed,guaranteed,probably
man,shadow,poor,unrelated,pjj-nonsense,pjj-nonsense
door,bar,inner,pjj-nonsense,pjj-nonsense,guaranteed
door,bar,white,unlikely,unrelated,unrelated
door,bar,heavy,probably,unrelated,unrelated
door,bar,closed,pjj-nonsense,pjj-nonsense,guaranteed
door,bar,wooden,unlikely,unrelated,unrelated
girl,tattoo,beautiful,unrelated,unrelated,unrelated
girl,tattoo,old,unrelated,unrelated,impossible
sun,reflection,orange,guaranteed,probably,guaranteed
sun,reflection,hot,impossible,probably,impossible
sun,reflection,warm,impossible,probably,impossible
sun,reflection,bright,guaranteed,guaranteed,guaranteed
teddy bear,heart,forward,probably,probably,pjj-nonsense
teddy bear,heart,white,unlikely,impossible,impossible
teddy bear,heart,stuffed,unrelated,guaranteed,probably
baseball player,hand,one,guaranteed,guaranteed,guaranteed
baseball player,hand,defensive,guaranteed,pjj-nonsense,guaranteed
baseball player,hand,poor,impossible,guaranteed,unrelated
baseball player,hand,professional,guaranteed,guaranteed,guaranteed
baseball player,hand,key,guaranteed,pjj-nonsense,guaranteed
baseball player,hand,offensive,guaranteed,pjj-nonsense,guaranteed
lamb,nose,poor,impossible,pjj-nonsense,unrelated
lamb,nose,fetal,guaranteed,guaranteed,guaranteed
lamb,nose,white,unlikely,unrelated,unrelated
lamb,nose,young,guaranteed,guaranteed,guaranteed
lamb,nose,light,unlikely,pjj-nonsense,guaranteed
house,porch,brown,unrelated,probably,unrelated
house,porch,old,probably,probably,probably
house,porch,private,probably,unlikely,probably
house,porch,empty,probably,unrelated,unrelated
airplane,pilot,conventional,unrelated,probably,probably
airplane,pilot,white,unrelated,unrelated,unrelated
airplane,pilot,american,unrelated,unrelated,unrelated
airplane,pilot,commercial,impossible,probably,pjj-nonsense
airplane,pilot,light,unrelated,unrelated,unrelated
airplane,pilot,private,impossible,probably,pjj-nonsense
dog,stick,sweet,impossible,unrelated,impossible
dog,stick,dead,unrelated,unrelated,unrelated
dog,stick,white,unlikely,unrelated,unrelated
dog,stick,old,unrelated,unrelated,unrelated
bench,man,long,unrelated,unlikely,unrelated
bench,man,concrete,impossible,impossible,impossible
bench,man,gray,impossible,impossible,impossible
bench,man,wooden,impossible,impossible,impossible
bench,man,federal,pjj-nonsense,unlikely,unrelated
bench,man,judicial,pjj-nonsense,unrelated,unrelated
bench,man,hard,impossible,unlikely,unrelated
teddy,head,poor,pjj-nonsense,probably,guaranteed
teddy,head,old,guaranteed,guaranteed,guaranteed
teddy,head,young,guaranteed,guaranteed,guaranteed
teddy,head,brown,probably,guaranteed,probably
teddy,head,dear,probably,unrelated,guaranteed
net,border,fine,unlikely,unrelated,impossible
net,border,wide,guaranteed,unrelated,guaranteed
net,border,white,probably,unrelated,guaranteed
net,border,social,guaranteed,pjj-nonsense,pjj-nonsense
bed,headboard,wooden,guaranteed,probably,probably
book,spine,red,probably,probably,probably
book,spine,open,impossible,impossible,unlikely
book,spine,old,guaranteed,guaranteed,probably
cooler,handle,red,unlikely,probably,probably
cooler,handle,external,guaranteed,wjj-nonsense,guaranteed
table,menu,above,unrelated,guaranteed,probably
table,menu,white,unrelated,unrelated,unrelated
table,menu,long,unrelated,unrelated,unrelated
aircraft,wheel,german,guaranteed,guaranteed,guaranteed
aircraft,wheel,american,guaranteed,guaranteed,guaranteed
aircraft,wheel,white,unlikely,probably,unlikely
aircraft,wheel,commercial,guaranteed,unrelated,guaranteed
aircraft,wheel,light,guaranteed,probably,guaranteed
plane,number,white,unrelated,unlikely,impossible
plane,number,vertical,guaranteed,guaranteed,guaranteed
plane,number,horizontal,guaranteed,guaranteed,guaranteed
catcher,uniform,young,impossible,unrelated,pjj-nonsense
catcher,uniform,sun,wjj-nonsense,wjj-nonsense,pjj-nonsense
catcher,uniform,old,unrelated,unrelated,unrelated
catcher,uniform,regular,wjj-nonsense,probably,pjj-nonsense
woman,top,beautiful,unrelated,unrelated,unrelated
boy,arm,nice,unrelated,unrelated,unrelated
boy,arm,young,guaranteed,guaranteed,guaranteed
boy,arm,dear,unrelated,unrelated,pjj-nonsense
vanity,sink,human,pjj-nonsense,pjj-nonsense,pjj-nonsense
vanity,sink,dirty,probably,probably,probably
vanity,sink,white,probably,probably,probably
vanity,sink,wooden,unlikely,unrelated,probably
polar bear,eye,white,unlikely,unlikely,impossible
polar bear,eye,tall,unlikely,unlikely,impossible
wall,wire,posterior,probably,probably,guaranteed
wall,wire,anterior,probably,probably,guaranteed
wall,wire,white,unrelated,unlikely,unrelated
wall,wire,high,unrelated,unrelated,guaranteed
wall,wire,lateral,probably,unrelated,guaranteed
cellphone,trim,black,probably,probably,probably
cellphone,trim,regular,probably,pjj-nonsense,probably
pole,rope,metallic,unlikely,unlikely,unlikely
pole,rope,green,impossible,unrelated,unlikely
pole,rope,long,probably,unrelated,probably
bed,top,warm,unlikely,unrelated,unrelated
bed,top,dry,probably,unrelated,unrelated
bed,top,comfortable,unlikely,unlikely,unlikely
bed,top,wooden,probably,probably,probably
bed,top,narrow,probably,guaranteed,guaranteed
counter,edge,liquid,wjj-nonsense,impossible,impossible
counter,edge,electronic,unrelated,unlikely,impossible
counter,edge,long,guaranteed,guaranteed,guaranteed
counter,edge,clean,guaranteed,probably,guaranteed
counter,edge,wooden,guaranteed,guaranteed,guaranteed
counter,edge,used,probably,probably,guaranteed
counter,edge,black,probably,guaranteed,guaranteed
hand,glove,outstretched,probably,guaranteed,guaranteed
hand,glove,strong,probably,unrelated,pjj-nonsense
hand,glove,open,guaranteed,guaranteed,guaranteed
baby,hair,young,guaranteed,probably,guaranteed
baby,hair,grey,unrelated,wjj-nonsense,unlikely
baby,hair,healthy,probably,guaranteed,probably
baby,hair,poor,unrelated,pjj-nonsense,pjj-nonsense
face,glass,light,unrelated,unrelated,unrelated
face,glass,yellow,unrelated,unrelated,unrelated
face,glass,beautiful,unrelated,unrelated,unrelated
face,glass,handsome,unrelated,unrelated,unrelated
pillow,case,soft,probably,unrelated,probably
pillow,case,white,unrelated,unrelated,unrelated
pillow,case,hard,pjj-nonsense,unrelated,unlikely
pillow,case,wooden,unrelated,unrelated,unrelated
boy,pant,dear,pjj-nonsense,unrelated,pjj-nonsense
road,stripe,old,probably,unrelated,probably
road,stripe,long,guaranteed,unrelated,unrelated
road,stripe,grey,impossible,unlikely,unlikely
road,stripe,empty,pjj-nonsense,pjj-nonsense,pjj-nonsense
