whole,part,jj,result1,result2,result3
toilet seat,hinge,closed,guaranteed,guaranteed,guaranteed
couch,trim,comfortable,unrelated,impossible,unlikely
couch,trim,soft,probably,unrelated,guaranteed
couch,trim,wooden,guaranteed,unlikely,guaranteed
couch,trim,old,guaranteed,probably,guaranteed
couch,trim,low,guaranteed,unrelated,guaranteed
couch,trim,purple,guaranteed,unrelated,probably
goat,nose,young,guaranteed,guaranteed,guaranteed
goat,nose,white,probably,probably,unrelated
goat,nose,old,guaranteed,guaranteed,guaranteed
cat,fur,white,guaranteed,guaranteed,guaranteed
cat,fur,old,guaranteed,guaranteed,guaranteed
brush,bristle,soft,probably,guaranteed,guaranteed
brush,bristle,fine,guaranteed,probably,guaranteed
brush,bristle,stiff,guaranteed,probably,guaranteed
brush,bristle,thick,guaranteed,unrelated,guaranteed
street sign,letter,green,impossible,impossible,unrelated
street sign,letter,negative,impossible,unrelated,unrelated
street sign,letter,sure,pjj-nonsense,guaranteed,pjj-nonsense
street sign,letter,outward,guaranteed,guaranteed,probably
street sign,letter,positive,impossible,guaranteed,unrelated
car,engine,private,guaranteed,guaranteed,guaranteed
car,engine,black,unrelated,unrelated,unrelated
car,engine,used,probably,probably,guaranteed
car,engine,open,unrelated,unlikely,guaranteed
car,engine,old,probably,probably,guaranteed
dog,teeth,sweet,unrelated,pjj-nonsense,unrelated
dog,teeth,dead,guaranteed,guaranteed,guaranteed
dog,teeth,white,unrelated,unrelated,unrelated
dog,teeth,old,guaranteed,guaranteed,guaranteed
case,door,latter,pjj-nonsense,wjj-nonsense,guaranteed
case,door,above,guaranteed,wjj-nonsense,guaranteed
case,door,brown,probably,unlikely,probably
case,door,extreme,pjj-nonsense,unlikely,guaranteed
scooter,headlight,electric,guaranteed,guaranteed,guaranteed
scooter,headlight,red,impossible,unrelated,unlikely
cloud,reflection,white,guaranteed,guaranteed,guaranteed
cloud,reflection,dark,guaranteed,guaranteed,guaranteed
girl,purse,poor,probably,impossible,unrelated
girl,purse,beautiful,unrelated,unrelated,unrelated
girl,purse,old,unrelated,unrelated,unrelated
girl,purse,pretty,unrelated,unrelated,unrelated
shower,glass,clear,guaranteed,unrelated,unlikely
shower,glass,quick,probably,pjj-nonsense,pjj-nonsense
shower,glass,cold,guaranteed,probably,unlikely
shower,glass,hot,guaranteed,probably,unlikely
shower,glass,heavy,unlikely,wjj-nonsense,word-nonsense
shower,glass,long,guaranteed,probably,unlikely
shower,glass,clean,guaranteed,probably,unlikely
person,cap,human,impossible,impossible,impossible
structure,door,white,unrelated,unrelated,unrelated
structure,door,economic,pjj-nonsense,pjj-nonsense,pjj-nonsense
structure,door,internal,guaranteed,guaranteed,probably
structure,door,political,pjj-nonsense,pjj-nonsense,pjj-nonsense
groom,nose,handsome,guaranteed,probably,pjj-nonsense
groom,nose,happy,unrelated,impossible,pjj-nonsense
groom,nose,english,guaranteed,guaranteed,pjj-nonsense
groom,nose,poor,unrelated,impossible,pjj-nonsense
groom,nose,old,guaranteed,guaranteed,impossible
groom,nose,young,guaranteed,guaranteed,unlikely
tennis player,foot,offensive,unrelated,probably,guaranteed
tennis player,foot,poor,pjj-nonsense,impossible,unrelated
tennis player,foot,professional,guaranteed,impossible,guaranteed
rug,edge,huge,guaranteed,unlikely,unrelated
rug,edge,green,guaranteed,unrelated,unrelated
rug,edge,old,guaranteed,guaranteed,probably
rug,edge,braided,guaranteed,probably,unrelated
rug,edge,thick,guaranteed,probably,unrelated
boat,rust,white,unlikely,impossible,pjj-nonsense
boat,rust,old,probably,unrelated,unrelated
umbrella,rib,red,probably,unrelated,unrelated
building,vent,public,guaranteed,guaranteed,pjj-nonsense
building,vent,old,guaranteed,guaranteed,unrelated
building,vent,original,guaranteed,guaranteed,unrelated
racket,red,terrible,pjj-nonsense,pjj-nonsense,impossible
racket,red,awful,pjj-nonsense,unrelated,unrelated
racket,red,red,guaranteed,guaranteed,guaranteed
girl,computer,poor,unrelated,unrelated,pjj-nonsense
girl,computer,old,unrelated,unrelated,unrelated
building,column,public,guaranteed,guaranteed,pjj-nonsense
building,column,original,probably,probably,probably
building,column,old,probably,guaranteed,probably
building,column,tall,guaranteed,guaranteed,unrelated
building,column,fine,probably,probably,pjj-nonsense
building,column,brown,unrelated,probably,probably
bike,seat,used,guaranteed,probably,probably
bike,seat,stationary,guaranteed,guaranteed,unrelated
bike,seat,old,probably,probably,unrelated
bike,seat,red,unrelated,unrelated,unrelated
shoe,sole,white,unrelated,probably,unlikely
shoe,sole,old,guaranteed,guaranteed,guaranteed
shoe,sole,hot,guaranteed,probably,pjj-nonsense
plane,writing,white,impossible,impossible,unrelated
plane,writing,horizontal,guaranteed,guaranteed,guaranteed
plane,writing,vertical,guaranteed,guaranteed,guaranteed
bird,nail,dead,guaranteed,guaranteed,guaranteed
bird,nail,white,guaranteed,unrelated,unrelated
bird,nail,old,guaranteed,guaranteed,unlikely
engine,stripe,yellow,unrelated,unlikely,unlikely
engine,stripe,old,unrelated,guaranteed,probably
kite,tentacle,long,guaranteed,guaranteed,unrelated
cockpit,windshield,clear,unrelated,guaranteed,guaranteed
cockpit,windshield,forward,pjj-nonsense,guaranteed,guaranteed
cockpit,windshield,vertical,pjj-nonsense,guaranteed,guaranteed
cockpit,windshield,open,impossible,unrelated,impossible
cockpit,windshield,tiny,probably,guaranteed,guaranteed
head,fur,fuzzy,guaranteed,guaranteed,guaranteed
head,fur,dark,guaranteed,probably,probably
head,fur,buffalo,guaranteed,wjj-nonsense,guaranteed
stair,railing,outside,probably,guaranteed,guaranteed
stair,railing,concrete,unlikely,unlikely,unlikely
stair,railing,narrow,unrelated,guaranteed,probably
stair,railing,wooden,unlikely,guaranteed,unrelated
table,stripe,metal,unlikely,guaranteed,probably
table,stripe,long,guaranteed,guaranteed,guaranteed
table,stripe,white,unlikely,unlikely,unlikely
paw,edge,huge,probably,guaranteed,guaranteed
paw,edge,massive,probably,guaranteed,guaranteed
paw,edge,heavy,unlikely,guaranteed,impossible
paw,edge,white,probably,guaranteed,guaranteed
paw,edge,hairy,guaranteed,guaranteed,guaranteed
boy,skin,young,guaranteed,guaranteed,guaranteed
boy,skin,nice,impossible,probably,unrelated
man,bicycle,poor,unrelated,impossible,pjj-nonsense
bird,wing,dead,guaranteed,guaranteed,guaranteed
bird,wing,white,probably,unrelated,probably
bird,wing,beautiful,probably,guaranteed,guaranteed
bird,wing,old,guaranteed,guaranteed,guaranteed
bird,wing,male,guaranteed,guaranteed,pjj-nonsense
church,spire,true,guaranteed,pjj-nonsense,pjj-nonsense
church,spire,brown,probably,probably,probably
church,spire,old,guaranteed,guaranteed,probably
church,spire,ancient,guaranteed,guaranteed,probably
bed,pillow,comfortable,unrelated,unrelated,probably
bed,pillow,dry,probably,unrelated,probably
bed,pillow,narrow,unrelated,unrelated,unrelated
bed,pillow,warm,unrelated,unrelated,probably
bed,pillow,wooden,impossible,unrelated,unlikely
baseball player,number,offensive,impossible,impossible,impossible
baseball player,number,key,impossible,unrelated,impossible
baseball player,number,poor,impossible,unrelated,unrelated
baseball player,number,professional,impossible,unlikely,unrelated
baseball player,number,one,guaranteed,guaranteed,guaranteed
laptop,keyboard,closed,guaranteed,guaranteed,probably
laptop,keyboard,typical,guaranteed,guaranteed,unlikely
laptop,keyboard,windows,impossible,unrelated,pjj-nonsense
laptop,keyboard,black,probably,probably,probably
laptop,keyboard,open,guaranteed,unrelated,probably
laptop,keyboard,old,guaranteed,guaranteed,probably
laptop,keyboard,wireless,unrelated,unrelated,probably
window,mullion,broken,probably,unrelated,unrelated
laptop,mouse,typical,probably,guaranteed,pjj-nonsense
laptop,mouse,windows,impossible,unlikely,guaranteed
laptop,mouse,black,unrelated,guaranteed,unrelated
laptop,mouse,old,unrelated,guaranteed,probably
laptop,mouse,wireless,unrelated,probably,unrelated
yard,grass,green,guaranteed,guaranteed,probably
yard,grass,short,unrelated,guaranteed,probably
yard,grass,open,unrelated,guaranteed,pjj-nonsense
yard,grass,shadowy,unlikely,guaranteed,probably
yard,grass,wide,unrelated,guaranteed,probably
bike,taillight,red,unrelated,unrelated,unrelated
bowl,design,shallow,impossible,probably,pjj-nonsense
bowl,design,circular,unrelated,guaranteed,unrelated
bowl,design,empty,impossible,guaranteed,pjj-nonsense
bowl,design,wooden,unlikely,probably,unrelated
bowl,design,golden,unrelated,unrelated,probably
door,magnet,closed,impossible,impossible,pjj-nonsense
door,magnet,inner,unrelated,impossible,pjj-nonsense
door,magnet,heavy,unrelated,unrelated,unrelated
door,magnet,wooden,impossible,unrelated,unrelated
log,hole,huge,guaranteed,unlikely,unrelated
log,hole,hollow,guaranteed,unlikely,unrelated
log,hole,wooden,guaranteed,pjj-nonsense,guaranteed
log,hole,heavy,pjj-nonsense,pjj-nonsense,pjj-nonsense
log,hole,old,probably,probably,unrelated
log,hole,natural,guaranteed,probably,unrelated
log,hole,brown,guaranteed,probably,unrelated
bed,bedding,comfortable,probably,guaranteed,unrelated
bed,bedding,warm,guaranteed,guaranteed,probably
bed,bedding,dry,guaranteed,guaranteed,probably
train,name,red,unrelated,unrelated,unlikely
train,name,slow,guaranteed,pjj-nonsense,guaranteed
train,name,regular,guaranteed,pjj-nonsense,probably
train,name,long,guaranteed,unrelated,unrelated
train,name,electric,impossible,pjj-nonsense,unlikely
cow,eye,dead,guaranteed,guaranteed,guaranteed
cow,eye,white,unrelated,unrelated,unrelated
cow,eye,old,guaranteed,guaranteed,guaranteed
coat,pocket,long,unlikely,unrelated,unrelated
coat,pocket,white,probably,probably,probably
coat,pocket,muscular,impossible,pjj-nonsense,pjj-nonsense
edge,part,competitive,guaranteed,pjj-nonsense,wjj-nonsense
edge,part,black,guaranteed,guaranteed,guaranteed
edge,part,sharp,guaranteed,probably,probably
edge,part,inner,guaranteed,probably,probably
edge,part,uneven,guaranteed,probably,probably
edge,part,free,guaranteed,pjj-nonsense,probably
laptop,sticker,old,probably,probably,guaranteed
laptop,sticker,black,unrelated,unrelated,unlikely
horse,stripe,old,guaranteed,probably,guaranteed
horse,stripe,black,unlikely,guaranteed,unlikely
man,chin,poor,impossible,guaranteed,guaranteed
cat,ruff,white,probably,probably,pw-nonsense
cat,ruff,old,guaranteed,guaranteed,pw-nonsense
he,hand,acute,pjj-nonsense,pjj-nonsense,unlikely
he,hand,chronic,pjj-nonsense,pjj-nonsense,guaranteed
he,hand,mild,pjj-nonsense,unrelated,guaranteed
he,hand,brown,guaranteed,probably,guaranteed
carrot,dirt,orange,unlikely,impossible,impossible
carrot,dirt,thin,impossible,unrelated,impossible
carrot,dirt,raw,impossible,unrelated,impossible
bedspread,flower,white,unlikely,unlikely,unrelated
bedspread,flower,old,guaranteed,guaranteed,guaranteed
hat,writing,white,unlikely,unlikely,impossible
hat,writing,old,guaranteed,guaranteed,guaranteed
hat,writing,tall,unlikely,pjj-nonsense,unlikely
building,tile,fine,guaranteed,guaranteed,pjj-nonsense
building,tile,brown,guaranteed,guaranteed,unrelated
building,tile,original,guaranteed,guaranteed,probably
building,tile,old,unrelated,guaranteed,probably
truck,front,white,probably,guaranteed,probably
truck,front,open,unrelated,unrelated,pjj-nonsense
truck,front,old,guaranteed,guaranteed,probably
pole,handle,metallic,guaranteed,unrelated,impossible
pole,handle,green,probably,probably,unlikely
pole,handle,tall,unrelated,impossible,impossible
pole,handle,posterior,guaranteed,pjj-nonsense,probably
pole,handle,long,unrelated,unlikely,impossible
motorcycle,symbol,silver,unrelated,unlikely,unrelated
motorcycle,symbol,indian,pjj-nonsense,guaranteed,pjj-nonsense
motorcycle,symbol,old,unrelated,guaranteed,probably
motorcycle,symbol,black,unrelated,unlikely,unrelated
shed,roof,metal,probably,probably,probably
shed,roof,white,probably,unrelated,unrelated
shed,roof,old,probably,probably,probably
water,wake,clear,guaranteed,guaranteed,impossible
plate,meat,thin,unrelated,unrelated,unrelated
plate,meat,flat,unrelated,unrelated,unrelated
plate,meat,dirty,unrelated,guaranteed,unrelated
plate,meat,round,unrelated,unlikely,unrelated
plate,meat,empty,impossible,guaranteed,pjj-nonsense
plate,meat,white,unlikely,impossible,unrelated
bed,stripe,narrow,unrelated,probably,unrelated
dress,stripe,white,impossible,unlikely,unlikely
desk,leg,folded,guaranteed,probably,guaranteed
desk,leg,massive,probably,probably,probably
desk,leg,wooden,guaranteed,probably,guaranteed
desk,leg,high,impossible,probably,guaranteed
desk,leg,white,probably,unrelated,guaranteed
desk,leg,old,guaranteed,probably,guaranteed
rider,helmet,black,unrelated,unrelated,unrelated
stand,part,definite,guaranteed,pjj-nonsense,guaranteed
stand,part,public,guaranteed,pjj-nonsense,guaranteed
stand,part,gray,guaranteed,guaranteed,probably
stand,part,metallic,guaranteed,guaranteed,guaranteed
stand,part,wooden,guaranteed,guaranteed,probably
stand,part,old,guaranteed,guaranteed,guaranteed
stand,part,firm,guaranteed,guaranteed,guaranteed
stand,part,strong,guaranteed,impossible,guaranteed
aeroplane,wing,light,guaranteed,guaranteed,guaranteed
aeroplane,wing,german,guaranteed,guaranteed,guaranteed
aeroplane,wing,private,guaranteed,guaranteed,guaranteed
aeroplane,wing,french,guaranteed,guaranteed,guaranteed
aeroplane,wing,white,probably,probably,guaranteed
aeroplane,wing,british,guaranteed,guaranteed,guaranteed
grass,spot,green,unrelated,guaranteed,guaranteed
grass,spot,long,unrelated,probably,pjj-nonsense
grass,spot,high,unrelated,guaranteed,pjj-nonsense
grass,spot,dry,unrelated,guaranteed,guaranteed
sidewalk,square,public,guaranteed,pjj-nonsense,guaranteed
sidewalk,square,concrete,guaranteed,probably,unrelated
sidewalk,square,narrow,guaranteed,probably,unrelated
sidewalk,square,wooden,guaranteed,probably,unrelated
sidewalk,square,white,guaranteed,probably,unrelated
sidewalk,square,crowded,guaranteed,guaranteed,probably
sidewalk,square,wide,guaranteed,probably,unrelated
mailbox,flag,personal,guaranteed,guaranteed,impossible
mailbox,flag,empty,impossible,impossible,impossible
mailbox,flag,blue,unrelated,probably,unlikely
mailbox,flag,battered,unrelated,guaranteed,probably
cow,rope,dead,impossible,pjj-nonsense,impossible
cow,rope,white,unrelated,unlikely,unrelated
cow,rope,old,unrelated,unlikely,unrelated
kite,nose,long,unrelated,probably,unlikely
kite,nose,high,guaranteed,guaranteed,guaranteed
kite,nose,blue,unrelated,probably,probably
kite,nose,old,guaranteed,guaranteed,guaranteed
car,handle,silver,probably,unrelated,unlikely
car,handle,white,probably,unrelated,impossible
car,handle,open,pjj-nonsense,unrelated,guaranteed
car,handle,old,probably,guaranteed,guaranteed
guy,shadow,poor,impossible,unrelated,pjj-nonsense
guy,shadow,young,guaranteed,impossible,unrelated
guy,shadow,old,guaranteed,impossible,impossible
guy,shadow,nice,impossible,unrelated,pjj-nonsense
helmet,trim,golden,guaranteed,probably,probably
helmet,trim,white,guaranteed,probably,probably
box,stripe,empty,impossible,pjj-nonsense,guaranteed
box,stripe,grey,unlikely,unlikely,unlikely
umbrella,letter,white,unrelated,unlikely,unlikely
umbrella,letter,open,probably,impossible,impossible
lamb,foot,light,pjj-nonsense,probably,probably
lamb,foot,fetal,pjj-nonsense,pjj-nonsense,guaranteed
lamb,foot,immature,unlikely,guaranteed,guaranteed
lamb,foot,poor,pjj-nonsense,guaranteed,pjj-nonsense
lamb,foot,white,unlikely,probably,probably
lamb,foot,young,probably,guaranteed,guaranteed
teddy bear,paw,white,probably,unrelated,probably
cupcake,frosting,brown,guaranteed,unrelated,unrelated
cupcake,frosting,chocolate,unrelated,guaranteed,unrelated
cupcake,frosting,nice,guaranteed,probably,guaranteed
drawer,handle,white,unrelated,unrelated,unrelated
drawer,handle,open,guaranteed,pjj-nonsense,impossible
drawer,handle,empty,guaranteed,pjj-nonsense,impossible
drawer,handle,wooden,unrelated,unrelated,unrelated
tennis racket,shadow,terrific,impossible,pjj-nonsense,unrelated
tennis racket,shadow,white,impossible,impossible,unrelated
tennis racket,shadow,tremendous,guaranteed,pjj-nonsense,unrelated
tennis racket,shadow,terrible,impossible,pjj-nonsense,unrelated
tennis racket,shadow,awful,impossible,pjj-nonsense,unrelated
wall,ledge,posterior,guaranteed,pjj-nonsense,guaranteed
wall,ledge,high,guaranteed,unlikely,probably
wall,ledge,white,probably,unlikely,unrelated
wall,ledge,lateral,guaranteed,pjj-nonsense,guaranteed
net,trim,white,unrelated,unrelated,probably
net,trim,fine,impossible,guaranteed,impossible
net,trim,wide,unlikely,guaranteed,impossible
blanket,trim,green,probably,unrelated,unrelated
blanket,trim,old,guaranteed,guaranteed,guaranteed
uniform,patch,white,unlikely,unlikely,unrelated
window,wiper,broken,unrelated,impossible,unrelated
she,leg,beautiful,probably,probably,probably
boarder,helmet,green,unrelated,unrelated,unrelated
boarder,helmet,regular,unrelated,guaranteed,unrelated
shore,grass,sandy,guaranteed,probably,guaranteed
shore,grass,green,guaranteed,probably,guaranteed
shore,grass,american,guaranteed,pjj-nonsense,guaranteed
shore,grass,distant,guaranteed,probably,guaranteed
shore,grass,far,guaranteed,probably,guaranteed
cloth,part,white,probably,probably,unrelated
cloth,part,damp,probably,guaranteed,guaranteed
cloth,part,clean,guaranteed,guaranteed,guaranteed
sofa,pillow,comfortable,guaranteed,probably,probably
sofa,pillow,long,unlikely,unrelated,unrelated
sofa,pillow,white,probably,unlikely,unrelated
sofa,pillow,old,probably,probably,unrelated
christmas tree,ornament,old,unrelated,unrelated,unrelated
guy,sneaker,old,unrelated,unrelated,unrelated
bed,covering,comfortable,guaranteed,probably,unrelated
bed,covering,dry,guaranteed,guaranteed,probably
bed,covering,narrow,guaranteed,probably,probably
bed,covering,warm,guaranteed,probably,probably
bed,covering,wooden,probably,impossible,unlikely
guy,leg,poor,guaranteed,pjj-nonsense,pjj-nonsense
guy,leg,young,guaranteed,guaranteed,guaranteed
guy,leg,old,guaranteed,guaranteed,guaranteed
guy,leg,nice,unrelated,unrelated,pjj-nonsense
shirt,decoration,red,unlikely,unlikely,unlikely
bus,display,public,impossible,guaranteed,guaranteed
bus,display,external,pjj-nonsense,wjj-nonsense,pjj-nonsense
bus,display,colorful,unrelated,unrelated,unrelated
bus,display,black,unlikely,unrelated,unrelated
bus,display,crowded,impossible,impossible,pjj-nonsense
bus,display,old,probably,probably,unrelated
toilet,bottom,clear,probably,unrelated,probably
toilet,bottom,closed,impossible,unrelated,pjj-nonsense
toilet,bottom,white,guaranteed,guaranteed,guaranteed
motorcycle,fender,old,guaranteed,probably,probably
motorcycle,fender,black,unlikely,unlikely,unrelated
goat,horn,young,guaranteed,guaranteed,unlikely
goat,horn,white,unrelated,probably,unlikely
goat,horn,old,guaranteed,probably,nonsense
sign,edge,black,guaranteed,probably,unrelated
sign,edge,negative,impossible,unrelated,pjj-nonsense
sign,edge,sure,impossible,guaranteed,pjj-nonsense
sign,edge,outward,guaranteed,guaranteed,probably
sign,edge,positive,guaranteed,unrelated,pjj-nonsense
person,pack,human,impossible,impossible,impossible
necktie,stripe,white,unlikely,impossible,unrelated
plane,underbelly,white,probably,unlikely,probably
kite,pink,long,pjj-nonsense,impossible,unrelated
kite,pink,high,pjj-nonsense,impossible,guaranteed
kite,pink,blue,pjj-nonsense,pjj-nonsense,impossible
kite,pink,old,pjj-nonsense,guaranteed,guaranteed
man,butt,poor,guaranteed,pjj-nonsense,impossible
shoe,edge,white,guaranteed,unlikely,probably
shoe,edge,tight,probably,unrelated,pjj-nonsense
shoe,edge,old,guaranteed,guaranteed,guaranteed
shoe,edge,hot,guaranteed,guaranteed,pjj-nonsense
carrot,spot,orange,unrelated,guaranteed,guaranteed
carrot,spot,thin,unrelated,guaranteed,unrelated
carrot,spot,raw,pjj-nonsense,guaranteed,guaranteed
clock,bottom,green,guaranteed,probably,probably
clock,bottom,old,guaranteed,guaranteed,probably
batter,knee,stiff,probably,probably,guaranteed
batter,knee,thin,probably,guaranteed,probably
batter,knee,smooth,wjj-nonsense,wjj-nonsense,unrelated
batter,knee,ready,probably,pjj-nonsense,guaranteed
batter,knee,slight,probably,probably,guaranteed
batter,knee,thick,probably,probably,probably
forrest,tree,green,guaranteed,probably,guaranteed
forrest,tree,crowded,guaranteed,probably,guaranteed
forrest,tree,american,probably,impossible,guaranteed
forrest,tree,old,guaranteed,probably,guaranteed
forrest,tree,leafy,guaranteed,guaranteed,guaranteed
forrest,tree,young,guaranteed,guaranteed,guaranteed
forrest,tree,thick,guaranteed,probably,unrelated
jet,shadow,private,impossible,guaranteed,pjj-nonsense
jet,shadow,free,guaranteed,guaranteed,pjj-nonsense
jet,shadow,black,guaranteed,unrelated,unrelated
jet,shadow,liquid,impossible,wjj-nonsense,pjj-nonsense
horse,cart,dead,pjj-nonsense,pjj-nonsense,impossible
horse,cart,old,unlikely,unrelated,unrelated
horse,cart,black,unlikely,unrelated,unrelated
seagull,feather,occasional,pjj-nonsense,pjj-nonsense,guaranteed
seagull,feather,lone,unlikely,pjj-nonsense,guaranteed
seagull,feather,white,probably,guaranteed,guaranteed
seagull,feather,solitary,unlikely,pjj-nonsense,guaranteed
bulldog,ear,white,unlikely,probably,unrelated
bulldog,ear,old,guaranteed,guaranteed,guaranteed
bulldog,ear,british,pjj-nonsense,guaranteed,guaranteed
food,carrot,raw,guaranteed,guaranteed,guaranteed
wall,poster,high,unlikely,unrelated,unrelated
wall,poster,white,unlikely,unrelated,unrelated
court,edge,sandy,probably,probably,guaranteed
court,edge,open,guaranteed,guaranteed,impossible
court,edge,red,unlikely,impossible,unlikely
jean,seam,poor,guaranteed,pjj-nonsense,probably
jean,seam,old,guaranteed,guaranteed,guaranteed
rider,boot,free,guaranteed,guaranteed,pjj-nonsense
rider,boot,black,unrelated,unrelated,unrelated
bathroom,sink,adjoining,guaranteed,guaranteed,impossible
bathroom,sink,private,guaranteed,guaranteed,guaranteed
bathroom,sink,white,guaranteed,unrelated,unrelated
bathroom,sink,upstairs,guaranteed,guaranteed,guaranteed
bathroom,sink,tiny,probably,unrelated,probably
skater,helmet,black,unrelated,unrelated,unrelated
skater,helmet,excellent,impossible,unrelated,unrelated
bus,window,public,pjj-nonsense,guaranteed,guaranteed
bus,window,external,pjj-nonsense,guaranteed,guaranteed
bus,window,black,unlikely,impossible,unrelated
bus,window,crowded,pjj-nonsense,impossible,impossible
bus,window,old,guaranteed,guaranteed,probably
teddy bear,head,stuffed,guaranteed,probably,probably
teddy bear,head,white,unlikely,probably,probably
teddy bear,head,forward,pjj-nonsense,probably,guaranteed
male,face,young,guaranteed,guaranteed,probably
male,face,asian,guaranteed,guaranteed,guaranteed
male,face,white,guaranteed,guaranteed,probably
male,face,human,guaranteed,guaranteed,guaranteed
napkin,logo,red,unlikely,unrelated,unrelated
statue,hat,bronze,guaranteed,probably,probably
statue,hat,colossal,guaranteed,unrelated,guaranteed
statue,hat,greek,guaranteed,pjj-nonsense,guaranteed
statue,hat,beautiful,guaranteed,unrelated,guaranteed
statue,hat,manly,guaranteed,unrelated,guaranteed
door,curtain,closed,pjj-nonsense,unrelated,unrelated
door,curtain,wooden,impossible,pjj-nonsense,unrelated
door,curtain,heavy,unlikely,unrelated,unrelated
door,curtain,white,unlikely,unrelated,unrelated
door,curtain,inner,pjj-nonsense,wjj-nonsense,unrelated
kid,short,poor,impossible,pjj-nonsense,pjj-nonsense
kid,short,young,impossible,pjj-nonsense,pjj-nonsense
kid,short,black,unrelated,unrelated,unlikely
sheep,stomach,fetal,pjj-nonsense,guaranteed,guaranteed
sheep,stomach,stuffed,unlikely,guaranteed,guaranteed
sheep,stomach,fat,guaranteed,probably,guaranteed
airplane,tail,light,probably,probably,probably
airplane,tail,white,probably,probably,probably
airplane,tail,conventional,pjj-nonsense,probably,probably
airplane,tail,commercial,pjj-nonsense,guaranteed,guaranteed
cow,nipple,old,guaranteed,guaranteed,guaranteed
cow,nipple,red,probably,guaranteed,probably
black cat,nose,white,probably,wjj-nonsense,unrelated
black cat,nose,old,guaranteed,guaranteed,guaranteed
zebra,eye,dead,guaranteed,guaranteed,guaranteed
zebra,eye,true,pjj-nonsense,pjj-nonsense,guaranteed
zebra,eye,tall,pjj-nonsense,impossible,unlikely
zebra,eye,young,guaranteed,guaranteed,guaranteed
zebra,eye,brown,unrelated,unrelated,unrelated
zebra,eye,female,guaranteed,pjj-nonsense,guaranteed
child,glove,poor,unrelated,pjj-nonsense,pjj-nonsense
child,glove,dear,unrelated,pjj-nonsense,pjj-nonsense
pole,base,metallic,guaranteed,probably,guaranteed
pole,base,green,probably,probably,probably
pole,base,tall,unlikely,pjj-nonsense,impossible
pole,base,posterior,guaranteed,pjj-nonsense,guaranteed
pole,base,long,unlikely,unrelated,impossible
kitchen,window,interior,guaranteed,pjj-nonsense,guaranteed
kitchen,window,dark,impossible,unlikely,unrelated
kitchen,window,warm,unlikely,unlikely,probably
kitchen,window,old,guaranteed,guaranteed,probably
kitchen,window,tiny,unlikely,probably,probably
bus,number,external,guaranteed,guaranteed,wjj-nonsense
bus,number,public,guaranteed,guaranteed,guaranteed
bus,number,yellow,unlikely,unrelated,unrelated
bus,number,old,guaranteed,unrelated,unlikely
church,door,true,pjj-nonsense,pjj-nonsense,guaranteed
church,door,primitive,guaranteed,pjj-nonsense,probably
church,door,old,guaranteed,unrelated,probably
church,door,ancient,guaranteed,unlikely,probably
church,door,brown,probably,unrelated,unrelated
toddler,mouth,typical,guaranteed,pjj-nonsense,probably
toddler,mouth,healthy,guaranteed,guaranteed,probably
toddler,mouth,pink,probably,guaranteed,unrelated
toddler,mouth,active,unrelated,guaranteed,unrelated
toddler,mouth,young,guaranteed,guaranteed,guaranteed
toddler,mouth,curious,impossible,guaranteed,pjj-nonsense
tennis racquet,string,fragile,guaranteed,guaranteed,probably
tennis racquet,string,yellow,unrelated,unrelated,unrelated
tennis racquet,string,strung,guaranteed,guaranteed,probably
tennis racquet,string,old,guaranteed,probably,unrelated
container,flower,closed,impossible,pjj-nonsense,guaranteed
container,flower,empty,impossible,unrelated,guaranteed
container,flower,white,unrelated,unlikely,unrelated
container,flower,suitable,guaranteed,guaranteed,unrelated
container,flower,plastic,impossible,unrelated,unlikely
van,light,white,probably,unrelated,unlikely
van,light,old,guaranteed,probably,guaranteed
van,light,weak,guaranteed,unrelated,pjj-nonsense
train,face,red,guaranteed,unrelated,probably
train,face,slow,guaranteed,pjj-nonsense,impossible
train,face,regular,guaranteed,pjj-nonsense,impossible
train,face,silver,probably,unrelated,probably
train,face,long,unlikely,pjj-nonsense,impossible
train,face,electric,probably,pjj-nonsense,impossible
black cat,ear,white,impossible,wjj-nonsense,wjj-nonsense
black cat,ear,old,guaranteed,guaranteed,guaranteed
elephant,hair,young,guaranteed,guaranteed,probably
elephant,hair,wild,unrelated,guaranteed,pjj-nonsense
elephant,hair,grey,probably,unrelated,unrelated
elephant,hair,gold,pjj-nonsense,unrelated,wjj-nonsense
spatula,handle,hot,probably,probably,probably
spatula,handle,silver,guaranteed,guaranteed,probably
spatula,handle,wooden,guaranteed,guaranteed,guaranteed
spatula,handle,metal,guaranteed,unrelated,guaranteed
spatula,handle,plastic,guaranteed,guaranteed,guaranteed
spatula,handle,blue,unrelated,unrelated,probably
spatula,handle,wide,unlikely,unlikely,unrelated
platform,edge,gray,guaranteed,unlikely,unrelated
platform,edge,wooden,guaranteed,guaranteed,probably
platform,edge,democratic,pjj-nonsense,wjj-nonsense,pjj-nonsense
platform,edge,republican,pjj-nonsense,wjj-nonsense,pjj-nonsense
platform,edge,raised,guaranteed,guaranteed,guaranteed
building,face,public,guaranteed,guaranteed,probably
building,face,original,guaranteed,probably,unrelated
building,face,old,guaranteed,probably,unrelated
building,face,tall,unrelated,guaranteed,unrelated
building,face,fine,probably,probably,unrelated
building,face,brown,unrelated,probably,unrelated
oven,rack,hot,guaranteed,guaranteed,guaranteed
donut,bacon,brown,probably,unrelated,unrelated
